col_bin,freq_ghz,offline_occ_pct,loopback_occ_pct
421,2.356518,0.00000,0.00000
422,2.356998,0.00000,0.00000
423,2.357478,0.00000,0.00000
424,2.357959,0.00000,0.00000
425,2.358439,0.00000,0.00000
426,2.358920,0.00000,0.00000
427,2.359400,0.00000,0.00000
428,2.359881,0.00000,0.00000
429,2.360361,0.00000,0.00000
430,2.360842,0.00000,0.00000
431,2.361322,0.00000,0.00000
432,2.361803,0.00000,0.00000
433,2.362283,0.00000,0.00000
434,2.362764,0.00000,0.00000
435,2.363244,0.00000,0.00000
436,2.363725,0.00000,0.00000
437,2.364205,0.00000,0.00000
438,2.364686,0.00000,0.00000
439,2.365166,0.00000,0.00000
440,2.365646,0.00000,0.00000
441,2.366127,0.00000,0.00000
442,2.366607,0.00000,0.00000
443,2.367088,0.00000,0.00000
444,2.367568,0.00000,0.00000
445,2.368049,0.00000,0.00000
446,2.368529,0.00000,0.00000
447,2.369010,0.00000,0.00000
448,2.369490,0.00000,0.00000
449,2.369971,0.00000,0.00000
450,2.370451,0.00000,0.00000
451,2.370932,0.00000,0.00000
452,2.371412,0.00000,0.00000
453,2.371893,0.00000,0.00000
454,2.372373,0.00000,0.00000
455,2.372853,0.00000,0.00000
456,2.373334,0.00000,0.00000
457,2.373814,0.00000,0.00000
458,2.374295,0.00000,0.00000
459,2.374775,0.00000,0.00000
460,2.375256,0.00000,0.00000
461,2.375736,0.00000,0.00000
462,2.376217,0.00000,0.00000
463,2.376697,0.00000,0.00000
464,2.377178,0.00000,0.00000
465,2.377658,0.00000,0.00000
466,2.378139,0.00000,0.00000
467,2.378619,0.00000,0.00000
468,2.379100,0.00000,0.00000
469,2.379580,0.00000,0.00000
470,2.380061,0.00000,0.00000
471,2.380541,0.00000,0.00000
472,2.381021,0.00000,0.00000
473,2.381502,0.00000,0.00000
474,2.381982,0.00000,0.00000
475,2.382463,0.00000,0.00000
476,2.382943,0.00000,0.00000
477,2.383424,0.00000,0.00000
478,2.383904,0.00000,0.00000
479,2.384385,0.00000,0.00000
480,2.384865,0.00000,0.00000
481,2.385346,0.00000,0.00000
482,2.385826,0.00000,0.00000
483,2.386307,0.00000,0.00000
484,2.386787,0.00000,0.00000
485,2.387268,0.00000,0.00000
486,2.387748,0.00000,0.00000
487,2.388229,0.00000,0.00000
488,2.388709,0.00000,0.00000
489,2.389189,0.00000,0.00000
490,2.389670,0.00000,0.00000
491,2.390150,0.00000,0.00000
492,2.390631,0.00000,0.00000
493,2.391111,0.00000,0.00000
494,2.391592,0.00000,0.00000
495,2.392072,0.00000,0.00000
496,2.392553,0.00000,0.00000
497,2.393033,0.00000,0.00000
498,2.393514,0.00000,0.00000
499,2.393994,0.00000,0.00000
500,2.394475,0.00000,0.00000
501,2.394955,0.00000,0.00000
502,2.395436,0.00000,0.00000
503,2.395916,0.00000,0.00000
504,2.396396,0.00000,0.00000
505,2.396877,0.00000,0.00000
506,2.397357,0.00000,0.00000
507,2.397838,0.00000,0.00000
508,2.398318,0.00000,0.00000
509,2.398799,0.00000,0.00000
510,2.399279,0.00000,0.00000
511,2.399760,0.18682,0.03672
512,2.400240,0.40336,0.12031
513,2.400721,0.91712,0.32891
514,2.401201,1.48183,0.68672
515,2.401682,1.68139,0.80938
516,2.402162,1.63468,0.82812
517,2.402643,1.10819,0.57969
518,2.403123,0.50526,0.23125
519,2.403604,0.24626,0.13672
520,2.404084,0.13587,0.11719
521,2.404564,0.12313,0.13281
522,2.405045,0.16559,0.16016
523,2.405525,1.29501,1.14766
524,2.406006,3.12925,2.87422
525,2.406486,3.58356,3.74219
526,2.406967,3.94871,4.20312
527,2.407447,4.33509,4.50312
528,2.407928,4.56012,4.74609
529,2.408408,4.74270,4.93594
530,2.408889,4.91253,5.08594
531,2.409369,5.03567,5.17969
532,2.409850,5.13332,5.24219
533,2.410330,5.25645,5.32266
534,2.410811,5.40931,5.40781
535,2.411291,5.49423,5.46797
536,2.411771,5.54093,5.53516
537,2.412252,5.62160,5.57812
538,2.412732,5.64708,5.60703
539,2.413213,5.65557,5.62031
540,2.413693,5.63434,5.63203
541,2.414174,5.72351,5.64609
542,2.414654,5.82541,5.68203
543,2.415135,5.88485,5.70391
544,2.415615,5.92731,5.70391
545,2.416096,5.91457,5.70469
546,2.416576,5.86362,5.66328
547,2.417057,5.71926,5.58594
548,2.417537,5.56216,5.44141
549,2.418018,5.31590,5.26562
550,2.418498,4.84460,4.54687
551,2.418979,2.40744,2.49297
552,2.419459,1.54552,1.48672
553,2.419939,1.28227,1.17344
554,2.420420,0.90863,0.82578
555,2.420900,0.59018,0.57187
556,2.421381,0.47130,0.36953
557,2.421861,0.40336,0.30000
558,2.422342,0.31420,0.26719
559,2.422822,0.26749,0.23437
560,2.423303,0.26749,0.22734
561,2.423783,0.41610,0.23203
562,2.424264,0.58169,0.24141
563,2.424744,0.95109,0.46953
564,2.425225,1.59647,0.83281
565,2.425705,1.89793,0.96875
566,2.426186,1.71111,0.90391
567,2.426666,1.00628,0.66875
568,2.427147,0.39487,0.38203
569,2.427627,0.33118,0.30938
570,2.428107,0.35666,0.29453
571,2.428588,0.36515,0.31172
572,2.429068,0.50951,0.38672
573,2.429549,0.67086,0.72500
574,2.430029,1.35020,1.39766
575,2.430510,2.42442,2.17891
576,2.430990,2.80231,2.59375
577,2.431471,2.98064,2.84531
578,2.431951,3.12925,3.09297
579,2.432432,3.20143,3.22344
580,2.432912,3.29908,3.27344
581,2.433393,3.38400,3.30859
582,2.433873,3.44769,3.36016
583,2.434354,3.45194,3.38359
584,2.434834,3.47317,3.38750
585,2.435314,3.46892,3.37656
586,2.435795,3.46892,3.36484
587,2.436275,3.60904,3.35000
588,2.436756,3.57931,3.45547
589,2.437236,3.63876,3.57734
590,2.437717,3.85530,3.77188
591,2.438197,4.04212,3.84688
592,2.438678,4.12279,3.86875
593,2.439158,4.19073,3.87031
594,2.439639,4.12704,3.81094
595,2.440119,4.05486,3.74375
596,2.440600,3.88077,3.64219
597,2.441080,3.81709,3.52422
598,2.441561,3.65999,3.32422
599,2.442041,3.51138,3.14766
600,2.442522,3.16321,2.93594
601,2.443002,2.82354,2.72187
602,2.443482,2.64096,2.40781
603,2.443963,2.36073,2.07891
604,2.444443,2.03380,1.71875
605,2.444924,1.06997,1.07656
606,2.445404,0.47979,0.38125
607,2.445885,0.18682,0.18203
608,2.446365,0.12738,0.08906
609,2.446846,0.10615,0.03125
610,2.447326,0.08492,0.01250
611,2.447807,0.05095,0.00000
612,2.448287,0.00000,0.00000
613,2.448768,0.00000,0.00859
614,2.449248,0.00000,0.01328
615,2.449729,0.00000,0.01641
616,2.450209,0.00000,0.01875
617,2.450690,0.00000,0.02109
618,2.451170,0.00000,0.02266
619,2.451650,0.00000,0.02500
620,2.452131,0.00000,0.02422
621,2.452611,0.00000,0.02422
622,2.453092,0.00849,0.02656
623,2.453572,0.00849,0.04063
624,2.454053,0.01274,0.09219
625,2.454533,0.01274,0.13672
626,2.455014,0.04671,0.26016
627,2.455494,0.13587,0.35625
628,2.455975,0.25051,0.47734
629,2.456455,0.32269,0.54219
630,2.456936,0.37789,0.62266
631,2.457416,0.42459,0.67734
632,2.457897,0.46705,0.69219
633,2.458377,0.50102,0.70234
634,2.458857,0.55622,0.69219
635,2.459338,0.57745,0.66484
636,2.459818,0.56895,0.64062
637,2.460299,0.56895,0.63516
638,2.460779,0.56471,0.62578
639,2.461260,0.57320,0.62813
640,2.461740,0.59443,0.64297
641,2.462221,0.60292,0.65703
642,2.462701,0.62840,0.69609
643,2.463182,0.66661,0.74766
644,2.463662,0.71756,0.80078
645,2.464143,0.83645,0.87422
646,2.464623,0.85343,0.92031
647,2.465104,0.87041,0.96406
648,2.465584,0.89589,1.00078
649,2.466065,0.91712,1.04531
650,2.466545,0.95109,1.10078
651,2.467025,1.03176,1.14531
652,2.467506,1.08271,1.18828
653,2.467986,1.10819,1.22500
654,2.468467,1.12517,1.26797
655,2.468947,1.12517,1.27578
656,2.469428,1.08271,1.25312
657,2.469908,1.00628,1.17188
658,2.470389,0.82796,0.87500
659,2.470869,0.39062,0.42734
660,2.471350,0.16135,0.16953
661,2.471830,0.12738,0.08438
662,2.472311,0.09341,0.04922
663,2.472791,0.08916,0.04141
664,2.473272,0.08492,0.03516
665,2.473752,0.07643,0.03125
666,2.474232,0.06369,0.02188
667,2.474713,0.03821,0.01953
668,2.475193,0.00000,0.01563
669,2.475674,0.00000,0.00313
670,2.476154,0.00000,0.00313
671,2.476635,0.00000,0.00313
672,2.477115,0.00000,0.00313
673,2.477596,0.00000,0.00547
674,2.478076,0.15285,0.02813
675,2.478557,0.22079,0.07266
676,2.479037,0.28448,0.16563
677,2.479518,0.43733,0.32891
678,2.479998,0.47554,0.38047
679,2.480479,0.28872,0.31641
680,2.480959,0.16984,0.11875
681,2.481440,0.02123,0.04375
682,2.481920,0.00849,0.01953
683,2.482400,0.00000,0.01719
684,2.482881,0.00000,0.01328
685,2.483361,0.00000,0.01328
686,2.483842,0.00000,0.01250
687,2.484322,0.00000,0.01172
688,2.484803,0.00000,0.01172
689,2.485283,0.00000,0.01094
690,2.485764,0.00000,0.01094
691,2.486244,0.00000,0.01016
692,2.486725,0.00000,0.00938
693,2.487205,0.00000,0.00859
694,2.487686,0.00000,0.00703
695,2.488166,0.00000,0.00234
696,2.488647,0.00000,0.00156
697,2.489127,0.00000,0.00078
698,2.489608,0.00000,0.00000
699,2.490088,0.00000,0.00000
700,2.490568,0.00000,0.00000
701,2.491049,0.00000,0.00000
702,2.491529,0.00000,0.00000
703,2.492010,0.00000,0.00000
704,2.492490,0.00000,0.00000
705,2.492971,0.00000,0.00000
706,2.493451,0.00000,0.00000
707,2.493932,0.00000,0.00000
708,2.494412,0.00000,0.00000
709,2.494893,0.00000,0.00000
710,2.495373,0.00000,0.00000
711,2.495854,0.00000,0.00000
712,2.496334,0.00000,0.00000
713,2.496815,0.00000,0.00000
714,2.497295,0.00000,0.00000
715,2.497775,0.00000,0.00000
716,2.498256,0.00000,0.00000
717,2.498736,0.00000,0.00000
718,2.499217,0.00000,0.00000
719,2.499697,0.00000,0.00000
720,2.500178,0.00000,0.00000
721,2.500658,0.00000,0.00000
722,2.501139,0.00000,0.00000
723,2.501619,0.00000,0.00000
724,2.502100,0.00000,0.00000
725,2.502580,0.00000,0.00000
726,2.503061,0.00000,0.00000
727,2.503541,0.00000,0.00000
728,2.504022,0.00000,0.00000
729,2.504502,0.00000,0.00000
730,2.504983,0.00000,0.00000
731,2.505463,0.00000,0.00000
732,2.505943,0.00000,0.00000
733,2.506424,0.00000,0.00000
734,2.506904,0.00000,0.00000
735,2.507385,0.00000,0.00000
736,2.507865,0.00000,0.00000
737,2.508346,0.00000,0.00000
738,2.508826,0.00000,0.00000
739,2.509307,0.00000,0.00000
740,2.509787,0.00000,0.00000
741,2.510268,0.00000,0.00000
742,2.510748,0.00000,0.00000
743,2.511229,0.00000,0.00000
744,2.511709,0.00000,0.00000
745,2.512190,0.00000,0.00000
746,2.512670,0.00000,0.00000
747,2.513150,0.00000,0.00000
748,2.513631,0.00000,0.00000
749,2.514111,0.00000,0.00000
750,2.514592,0.00000,0.00000
751,2.515072,0.00000,0.00000
752,2.515553,0.00000,0.00000
753,2.516033,0.00000,0.00000
754,2.516514,0.00000,0.00000
755,2.516994,0.00000,0.00000
756,2.517475,0.00000,0.00000
757,2.517955,0.00000,0.00000
758,2.518436,0.00000,0.00000
759,2.518916,0.00000,0.00000
760,2.519397,0.00000,0.00000
761,2.519877,0.00000,0.00000
762,2.520358,0.00000,0.00000
763,2.520838,0.00000,0.00000
764,2.521318,0.00000,0.00000
765,2.521799,0.00000,0.00000
766,2.522279,0.00000,0.00000
767,2.522760,0.00000,0.00000
768,2.523240,0.00000,0.00000
769,2.523721,0.00000,0.00000
770,2.524201,0.00000,0.00000
771,2.524682,0.00000,0.00000
772,2.525162,0.00000,0.00000
773,2.525643,0.00000,0.00000
774,2.526123,0.00000,0.00000
775,2.526604,0.00000,0.00000
776,2.527084,0.00000,0.00000
777,2.527565,0.00000,0.00000
778,2.528045,0.00000,0.00000
779,2.528526,0.00000,0.00000
780,2.529006,0.00000,0.00000
781,2.529486,0.00000,0.00000
782,2.529967,0.00000,0.00000
783,2.530447,0.00000,0.00000
784,2.530928,0.00000,0.00000
785,2.531408,0.00000,0.00000
786,2.531889,0.00000,0.00000
787,2.532369,0.00000,0.00000
788,2.532850,0.00000,0.00000
789,2.533330,0.00000,0.00000
790,2.533811,0.00000,0.00000
791,2.534291,0.00000,0.00000
792,2.534772,0.00000,0.00000
793,2.535252,0.00000,0.00000
794,2.535733,0.00000,0.00000
795,2.536213,0.00000,0.00000
796,2.536693,0.00000,0.00000
797,2.537174,0.00000,0.00000
798,2.537654,0.00000,0.00000
799,2.538135,0.00000,0.00000
800,2.538615,0.00000,0.00000
801,2.539096,0.00000,0.00000
802,2.539576,0.00000,0.00000
803,2.540057,0.00000,0.00000
804,2.540537,0.00000,0.00000
805,2.541018,0.00000,0.00000
806,2.541498,0.00000,0.00000
807,2.541979,0.00000,0.00000
808,2.542459,0.00000,0.00000
809,2.542940,0.00000,0.00000
810,2.543420,0.00000,0.00000
811,2.543901,0.00000,0.00000
812,2.544381,0.00000,0.00000
813,2.544861,0.00000,0.00000
814,2.545342,0.00000,0.00781
815,2.545822,0.00000,0.01094
816,2.546303,0.00000,0.01250
817,2.546783,0.00000,0.01406
818,2.547264,0.00000,0.01484
