frame,native_on,rt_on,iou,rt_only_frac,native_only_frac
91,121464,121508,0.9878587557679092,0.006287651841854034,0.005927682276229994
92,166989,168061,0.9758801674824557,0.015357518996078805,0.009036523363814383
93,153037,154295,0.9689157676242216,0.019799734275251953,0.011742258408097388
94,146759,147620,0.9667354805951403,0.019780517545048098,0.01402980396432246
95,139979,143520,0.957109129066107,0.033981326644370126,0.00954428878617507
96,74599,76472,0.952351413174117,0.03635317501830736,0.012158339924127669
97,126450,122949,0.9534047652615254,0.00995534733914062,0.037366548042704624
98,124159,114531,0.8956890526717072,0.015305899712741529,0.09166472023775965
99,165980,152795,0.9038845156897644,0.009516018194312642,0.08819737317749127
100,165184,152357,0.9087007483545216,0.007751530943770224,0.08480240216970167
101,156444,137681,0.8668439626282116,0.008047588265628519,0.12701669607015928
102,101653,94171,0.9108695440041374,0.008771277781907382,0.0817290193107926
103,99159,90268,0.8705883514703849,0.02334160499844906,0.11091277644994403
104,122363,109006,0.8731298575129534,0.01061409463699246,0.1186142869985208
105,114822,111570,0.9552622942324633,0.0086403154969974,0.036717702182508576
106,102722,99107,0.9412234298355295,0.012592450583712554,0.047341367964019394
107,14039,13719,0.7474346868114573,0.13455791238428458,0.1542844931975212
108,12765,14095,0.5193167034334522,0.3486342674707343,0.2807677242459851
109,168880,153433,0.8965724204889818,0.006941140432631832,0.09777356702984367
110,168220,155204,0.9119865686112227,0.006030772402773124,0.08293900844132683
111,155059,131207,0.8317272622566898,0.009321149024061216,0.16171263841505493
112,123506,115131,0.9164244069321084,0.008824730090071311,0.07603679173481451
113,124619,114404,0.8733090897691114,0.02600433551274431,0.10584260827000698
114,136843,110203,0.7913956506921331,0.009654909575964358,0.20245098397433556
115,128151,102259,0.7839390513944161,0.009847543981458845,0.2099008201262573
116,111369,102201,0.9008499844243691,0.009647655111006742,0.09117438425414613
117,80989,76344,0.9124679397571323,0.016740018861993083,0.07313338848485597
118,83134,77845,0.8815629529197251,0.031113109384032372,0.09275386725046311
119,15901,14020,0.6832245724572458,0.13373751783166904,0.2362115590214452
120,103344,85117,0.8030404500401822,0.013863270556998014,0.1877902926149559
121,150317,145714,0.9511537624982699,0.009635313010417668,0.03996221318945961
122,125505,114985,0.8889368888190708,0.015741183632647735,0.09824309788454644
123,133815,125287,0.9117262954409627,0.013712516063119079,0.07656839666704032
124,163750,156388,0.9352221825941351,0.010723329155689696,0.0552
125,146746,135381,0.8977748180436157,0.014152650667375777,0.09050331865945238
126,116996,108903,0.9041032384227651,0.015077637897945879,0.08320797292215118
127,92648,89929,0.9420605880100412,0.015167521044379455,0.04407002849494862
128,99158,91927,0.8999821023744183,0.01538177031775213,0.08718409003812098
129,107840,105102,0.9521993435889914,0.011779033700595612,0.03686943620178042
130,53508,50613,0.8892275869577051,0.03171122043743702,0.08409957389549226
131,10303,9589,0.6142173172117179,0.21065804567733862,0.2653596039988353
132,4504,5475,0.36848601206801973,0.5092237442922375,0.4034191829484902
133,79141,104769,0.6937117807411773,0.28102778493638386,0.04820510228579371
134,10981,12592,0.7146494035496073,0.21974269377382466,0.10527274383025226
135,15306,17855,0.7611662860481173,0.19731167740128816,0.06363517574807265
136,137556,138581,0.9753701981543744,0.01612053600421414,0.008789147692576115
137,137554,138872,0.9723441145621509,0.01870067400195864,0.009298166538232257
138,156249,158316,0.9759852758269784,0.01860203643346219,0.005619235963110164
139,173139,172253,0.9743342041030976,0.010461356260848868,0.015525098331398472
140,161061,161482,0.9789492413505372,0.011927025922393827,0.00934428570541596
141,28392,29724,0.9310207336523126,0.05732741219216794,0.013102282333051564
142,160974,167619,0.9591876889320828,0.04024006825001939,0.0006212183333954552
143,190295,204641,0.9289164570563384,0.07061146104641787,0.0005465198770330277
144,217486,231964,0.9368169752128797,0.06281147074546051,0.00042301573434611885
145,182629,189939,0.957875265381624,0.04034453166542943,0.0019328803202120146
146,132944,138224,0.9556183786356655,0.04136040050931821,0.003287098327115176
147,122430,132128,0.9243003794808219,0.07459433276822475,0.001290533366005064
148,137717,144187,0.9521220976531933,0.046411951146774676,0.0016120014232084638
149,150068,149572,0.9788013868251609,0.009072553686518867,0.012347735693152437
150,202063,201373,0.9830029442557521,0.006872818103717976,0.010264125545003291
151,160044,161411,0.9792930194755217,0.01465203734565798,0.006235785159081252
152,150503,152253,0.9741265763357285,0.01877795511418494,0.0073686238812515365
153,169162,171799,0.9770554160699064,0.01919103137969371,0.003901585462456107
154,119488,119831,0.9780391443779548,0.012517628994166785,0.009682980717728978
155,118309,119974,0.972427094456447,0.020821177921883073,0.007040884463565747
156,121512,122064,0.9651466744118501,0.019956744003145892,0.015504641516887222
157,98455,101630,0.946295341575635,0.04278264292039752,0.011914072418871565
158,70118,66483,0.8793819822794563,0.038596332897131595,0.08843663538606349
159,94775,91024,0.9146048658841957,0.02491650553700123,0.06350830915325771
160,124021,115153,0.8901507069078609,0.021849191944630187,0.09179090637875843
161,96853,91832,0.904447091121967,0.024207248018120044,0.07479375961508677
162,78014,74256,0.8990546506697263,0.029196293902176255,0.07596072499807727
163,93894,82203,0.8458998521997086,0.018308334245708793,0.14054146164824163
164,71572,67974,0.9006537728139472,0.02718686556624592,0.07609120885262394
165,57823,58346,0.9190702745564476,0.046464196345936314,0.03783961399443128
166,11111,11131,0.6671913649651451,0.20034138891384423,0.1989019890198902
167,106796,95888,0.8470819815550614,0.03061905556482563,0.12963032323307988
168,84750,79210,0.8944619686413163,0.022686529478601187,0.08657227138643069
169,122307,114332,0.9067490693439479,0.01573487737466326,0.07991365988864088
170,99867,88398,0.857132992680569,0.0170478970112446,0.12993281063814874
171,63913,56943,0.8344591004993852,0.03456087666613982,0.13984635363697526
172,91302,84522,0.8971492695138005,0.016279785144696055,0.08932991610260455
173,75080,70368,0.8943228142378974,0.024172919508867668,0.08541555673947789
174,17501,19102,0.7734870875526915,0.16427599204271803,0.087823552939832
175,66684,61681,0.8865276369354673,0.022032716719897538,0.09540519464939116
176,117361,108143,0.8767602117247578,0.025845408394440696,0.10235938684912364
177,74271,68289,0.8499150046066205,0.04088506201584442,0.1181349382666182
178,118320,116084,0.9410249828175848,0.0210451052685986,0.039545300878972275
179,96942,86498,0.8546715601524665,0.022717288261000255,0.12800437374925214
180,55771,55032,0.9162112617598229,0.03730556766971944,0.05006186010650696
181,81447,76954,0.9214561246027317,0.012877823115107727,0.06733213009687282
182,48757,48373,0.8870820462007732,0.0561056787877535,0.06353959431466251
183,6815,8708,0.5203721841332027,0.38987138263665594,0.22039618488628027
184,41650,60678,0.6305432063355483,0.3478525989650285,0.04991596638655462
185,10765,13192,0.7028218068092971,0.2504548211036992,0.0814677194612169
186,21528,23948,0.8495953145971449,0.12773509270085184,0.02968227424749164
187,121147,122457,0.9770644807856186,0.016887560531451858,0.006256861498840252
188,133559,135865,0.9624587548893211,0.027453722445074154,0.010661954641768806
189,81892,84881,0.9536232223601903,0.040927887277482596,0.005922434425829141
190,48127,49165,0.9610578085946948,0.030204413708939285,0.009287925696594427
191,160934,171705,0.9358272275988896,0.06347514632654844,0.0007953571029117527
192,108386,118750,0.9124826337725761,0.08740210526315789,0.0001383942575609396
193,115041,121744,0.9416086525136733,0.056774871862268365,0.001816743595761511
194,120736,130106,0.9278632583734264,0.07207968886907598,6.626027034190299e-05
195,79233,84733,0.9259981440804388,0.0696304863512445,0.005048401549859275
196,100862,102290,0.9652517122625083,0.024538078013491053,0.010727528702583729
197,149542,150167,0.9794269938974454,0.012452802546498233,0.008325420283264903
198,111330,113627,0.9642610783671688,0.028118316949316623,0.008066109763765383
199,90904,93461,0.9592038426388387,0.03421748108836841,0.007051394878113174
200,84461,85483,0.9655794587092297,0.023384766561772515,0.01156746900936527
201,86265,89531,0.934800792427911,0.051323005439456726,0.01540601634498348
202,44509,46946,0.9179791539961831,0.06760959400161888,0.016558448853040957
203,40229,38154,0.7541233075976278,0.11678985165382398,0.16234557160257526
204,27959,31014,0.8289604267460613,0.1381634100728703,0.04399298973496906
205,34218,34514,0.8165287945661653,0.10485600046358,0.0971126307791221
206,20805,22446,0.8067925474141532,0.13957943508865722,0.07171353040134583
207,21628,24966,0.7687431196143188,0.18885684530962107,0.06366746809691141
208,17821,18937,0.7515486514819404,0.16713312562707927,0.1149767128668425
209,28916,30996,0.7895397114609158,0.14721254355400698,0.08586941485682667
210,38895,32782,0.7181724476831987,0.08608382649014704,0.22972104383596864
211,23798,24824,0.713128038897893,0.18466000644537545,0.14950836204723086
212,28885,29134,0.8142843741205166,0.10619894281595386,0.09849402804223646
213,12334,15416,0.7310211465286008,0.23981577581733265,0.04986216961245338
214,30939,32002,0.7671121343141108,0.1462096118992563,0.1168751414072853
215,27118,29583,0.8343308207434247,0.1282155291890613,0.048971163065122794
216,28946,32371,0.8187939370569217,0.14726143770658923,0.04636219166724245
217,31224,30108,0.8134831460674158,0.08622293078251628,0.1188829105816039
218,21699,23326,0.8372301791324928,0.12038069107433765,0.054426471265956955
219,13430,16698,0.7011857707509881,0.25631812193077014,0.0753536857781087
220,11779,13362,0.49533099387378815,0.3767400089806915,0.29297903047796925
221,5658,8364,0.5865580448065173,0.3802008608321377,0.08377518557794274
222,29859,34002,0.8710008203445447,0.12566907828951238,0.004353796175357513
223,39677,45951,0.8457492671150199,0.1461339252682205,0.011114751619326058
224,17290,20926,0.8175592124036907,0.1785338812959954,0.00578368999421631
225,34030,40490,0.8368705168971382,0.16149666584341812,0.0023214810461357625
226,46223,52429,0.8690462657724224,0.12510251959793245,0.007636890725396447
227,28544,33364,0.8307851545172261,0.15798465411821125,0.015800168161434976
228,37713,42958,0.8648804845346526,0.12907956608780669,0.007954816641476414
229,33599,38070,0.8728669610891892,0.12261623325453112,0.005863269740170839
230,42591,50028,0.8486088379705401,0.15013592388262573,0.0017374562701040126
231,20638,25085,0.8099517061198638,0.18433326689256527,0.008576412443066188
232,28947,36571,0.7733928813100555,0.21869787536572693,0.01292016443845649
233,9242,14708,0.5743114441596003,0.4059695403861844,0.054641852412897644
234,11583,15476,0.6272175115761621,0.32605324373223055,0.09954243287576621
235,10535,15054,0.6061385890032639,0.358509366281387,0.08334124347413384
236,7972,13025,0.5643719266875279,0.418426103646833,0.04979929754139488
237,7499,10904,0.5830537634408602,0.3783932501834189,0.09614615282037604
238,9801,13784,0.5690905462045107,0.3794254207777133,0.127231915110703
239,9110,12310,0.570611526616806,0.36783103168155973,0.14577387486278814
240,10040,14504,0.6367031208322219,0.3416988416988417,0.04900398406374502
241,10133,13510,0.6188291680931188,0.3310140636565507,0.10806276522254021
242,8122,11015,0.5956808138080547,0.35142986836132545,0.12041369120906181
243,6074,9803,0.5741622050366845,0.4092624706722432,0.04659203161014159
244,11658,17607,0.6325449068392279,0.3559947748054751,0.02736318407960199
245,9345,15373,0.5723918575063613,0.41468808950757824,0.037132156233279826
246,8847,10537,0.5312425942017537,0.3617728006073835,0.23985531818695602
247,9327,13440,0.6270277996140927,0.34717261904761904,0.05929023265787499
248,5219,9404,0.49153406772745817,0.48755848575074434,0.07664303506418854
249,3400,5963,0.4409048938134811,0.519537145732014,0.15735294117647058
250,8327,12712,0.5877292279827937,0.38735053492762744,0.06472919418758256
251,11344,17213,0.633602196670671,0.3565328530761634,0.02362482369534556
252,8658,13956,0.576218024674148,0.40763829177414734,0.045160545160545164
253,8165,14369,0.5591226734933924,0.43760874103973835,0.010287813839559094
254,12102,19165,0.6092953831900767,0.38231150534829117,0.02181457610312345
255,8653,13395,0.6292026897214217,0.3643150429264651,0.015948226048769214
256,9552,15127,0.5993130710906617,0.3886428240893766,0.031825795644891124
257,13257,21574,0.6013516619925521,0.39371465653100957,0.013351436976691559
258,11234,18015,0.5867737210437802,0.39961143491534834,0.03720847427452377
259,10057,16245,0.587518107194592,0.40080024622960914,0.03211693347916874
260,8735,16045,0.5052848985542462,0.4815830476784045,0.0477389811104751
261,5253,9594,0.47467222884386173,0.50187617260788,0.09023415191319246
262,6130,11963,0.4394939931577691,0.5382429156566079,0.09885807504078303
263,4411,9007,0.4406270130985613,0.5443543910291995,0.06959873044661075
264,5003,10488,0.4407552083333333,0.5481502669717773,0.05276833899660204
265,5428,9037,0.5424397526124973,0.43709195529489875,0.06282240235814296
266,5489,11344,0.39127200595090506,0.5826868829337094,0.1375478229185644
267,5535,13102,0.35109467884587503,0.6303617768279652,0.12502258355916893
268,5302,10081,0.43084364245186496,0.5405217736335681,0.12636740852508488
269,4949,7543,0.4971236816874401,0.4500861726103672,0.16185087896544756
270,4587,8521,0.4796252398690597,0.5013496068536557,0.0736865053411816
271,6273,11967,0.456752655538695,0.522102448399766,0.08831500079706679
272,5929,10915,0.46431365730678953,0.5106733852496564,0.09917355371900827
273,4806,7998,0.5031697581591923,0.4641160290072518,0.10819808572617562
274,4960,7195,0.35386500334150145,0.5584433634468381,0.3594758064516129
275,5854,10250,0.5146726862302483,0.46614634146341466,0.06525452681926888
276,3506,6390,0.4774559570020902,0.49953051643192486,0.08784940102681119
277,5228,8110,0.5561778088904445,0.4122071516646116,0.08817903596021423
278,2951,4578,0.5281104120154252,0.43162953254696373,0.1182649949169773
279,4523,7360,0.5360651499482937,0.43654891304347826,0.08313066548750829
280,3568,9736,0.33000099970008995,0.6609490550534101,0.07483183856502242
281,4384,8890,0.46012539874601255,0.5294713160854894,0.045848540145985404
282,4801,9613,0.4634988323687684,0.5251222303131177,0.04915642574463654
283,5833,11791,0.44613112332813654,0.5388855907047748,0.06788959369106806
284,5854,14863,0.38214690773233706,0.6146134696898338,0.02152374444824052
285,7554,12973,0.5208564866266577,0.45810529561396746,0.06936722266348955
286,5427,11791,0.43113623140221097,0.5600882028665931,0.04422332780541736
