lane,variant,truth,storage_codec,model_codec,pred,n
dino,0,Narrowband_FM,none,bfp8,802_11ax,3
dino,0,Narrowband_FM,none,bfp8,Broadband_FM,7
dino,0,Narrowband_FM,none,bfp8,Narrowband_FM,2
dino,0,Narrowband_FM,none,none,802_11ax,4
dino,0,Narrowband_FM,none,none,Broadband_FM,6
dino,0,Narrowband_FM,none,none,Narrowband_FM,2
dino,0,Narrowband_FM,none,sc16,802_11ax,4
dino,0,Narrowband_FM,none,sc16,Broadband_FM,6
dino,0,Narrowband_FM,none,sc16,Narrowband_FM,2
dino,0,Narrowband_FM,sc16,bfp12,802_11ax,3
dino,0,Narrowband_FM,sc16,bfp12,Broadband_FM,6
dino,0,Narrowband_FM,sc16,bfp12,Narrowband_FM,2
dino,0,Narrowband_FM,sc16,bfp12,QPSK,1
dino,0,Narrowband_FM,sc16,bfp8,802_11ax,3
dino,0,Narrowband_FM,sc16,bfp8,Broadband_FM,7
dino,0,Narrowband_FM,sc16,bfp8,Narrowband_FM,2
dino,0,Narrowband_FM,sc16,none,802_11ax,4
dino,0,Narrowband_FM,sc16,none,Broadband_FM,6
dino,0,Narrowband_FM,sc16,none,Narrowband_FM,2
dino,0,Narrowband_FM,sc16,sc16,802_11ax,4
dino,0,Narrowband_FM,sc16,sc16,Broadband_FM,6
dino,0,Narrowband_FM,sc16,sc16,Narrowband_FM,2
dino,0,OFDM,bfp12,bfp12,5G_Downlink,34
dino,0,OFDM,bfp12,bfp12,802_11ax,12
dino,0,OFDM,bfp12,bfp12,BPSK,1
dino,0,OFDM,bfp12,bfp12,Broadband_FM,3
dino,0,OFDM,bfp12,bfp12,NOISE,2
dino,0,OFDM,bfp12,bfp12,Narrowband_FM,1
dino,0,OFDM,bfp12,bfp12,OFDM,62
dino,0,OFDM,bfp12,bfp8,5G_Downlink,26
dino,0,OFDM,bfp12,bfp8,802_11ax,18
dino,0,OFDM,bfp12,bfp8,Broadband_FM,7
dino,0,OFDM,bfp12,bfp8,NOISE,3
dino,0,OFDM,bfp12,bfp8,OFDM,60
dino,0,OFDM,bfp12,bfp8,QPSK,1
dino,0,OFDM,bfp12,none,16QAM,1
dino,0,OFDM,bfp12,none,5G_Downlink,39
dino,0,OFDM,bfp12,none,802_11ax,15
dino,0,OFDM,bfp12,none,Broadband_FM,3
dino,0,OFDM,bfp12,none,NOISE,4
dino,0,OFDM,bfp12,none,OFDM,52
dino,0,OFDM,bfp12,none,QPSK,1
dino,0,OFDM,bfp12,sc16,16QAM,1
dino,0,OFDM,bfp12,sc16,5G_Downlink,31
dino,0,OFDM,bfp12,sc16,802_11ax,15
dino,0,OFDM,bfp12,sc16,BPSK,1
dino,0,OFDM,bfp12,sc16,Broadband_FM,2
dino,0,OFDM,bfp12,sc16,NOISE,4
dino,0,OFDM,bfp12,sc16,OFDM,61
dino,0,OFDM,bfp8,bfp12,5G_Downlink,35
dino,0,OFDM,bfp8,bfp12,802_11ax,12
dino,0,OFDM,bfp8,bfp12,BPSK,1
dino,0,OFDM,bfp8,bfp12,Broadband_FM,3
dino,0,OFDM,bfp8,bfp12,NOISE,2
dino,0,OFDM,bfp8,bfp12,Narrowband_FM,1
dino,0,OFDM,bfp8,bfp12,OFDM,61
dino,0,OFDM,bfp8,bfp8,5G_Downlink,26
dino,0,OFDM,bfp8,bfp8,802_11ax,18
dino,0,OFDM,bfp8,bfp8,Broadband_FM,7
dino,0,OFDM,bfp8,bfp8,NOISE,3
dino,0,OFDM,bfp8,bfp8,OFDM,60
dino,0,OFDM,bfp8,bfp8,QPSK,1
dino,0,OFDM,bfp8,none,16QAM,1
dino,0,OFDM,bfp8,none,5G_Downlink,37
dino,0,OFDM,bfp8,none,802_11ax,16
dino,0,OFDM,bfp8,none,Broadband_FM,4
dino,0,OFDM,bfp8,none,NOISE,4
dino,0,OFDM,bfp8,none,OFDM,52
dino,0,OFDM,bfp8,none,QPSK,1
dino,0,OFDM,bfp8,sc16,16QAM,1
dino,0,OFDM,bfp8,sc16,5G_Downlink,29
dino,0,OFDM,bfp8,sc16,802_11ax,15
dino,0,OFDM,bfp8,sc16,BPSK,1
dino,0,OFDM,bfp8,sc16,Broadband_FM,2
dino,0,OFDM,bfp8,sc16,NOISE,4
dino,0,OFDM,bfp8,sc16,OFDM,63
dino,0,OFDM,none,bfp12,5G_Downlink,34
dino,0,OFDM,none,bfp12,802_11ax,12
dino,0,OFDM,none,bfp12,BPSK,1
dino,0,OFDM,none,bfp12,Broadband_FM,3
dino,0,OFDM,none,bfp12,NOISE,2
dino,0,OFDM,none,bfp12,Narrowband_FM,1
dino,0,OFDM,none,bfp12,OFDM,62
dino,0,OFDM,none,bfp8,5G_Downlink,26
dino,0,OFDM,none,bfp8,802_11ax,18
dino,0,OFDM,none,bfp8,Broadband_FM,7
dino,0,OFDM,none,bfp8,NOISE,3
dino,0,OFDM,none,bfp8,OFDM,60
dino,0,OFDM,none,bfp8,QPSK,1
dino,0,OFDM,none,none,16QAM,1
dino,0,OFDM,none,none,5G_Downlink,39
dino,0,OFDM,none,none,802_11ax,15
dino,0,OFDM,none,none,Broadband_FM,3
dino,0,OFDM,none,none,NOISE,4
dino,0,OFDM,none,none,OFDM,52
dino,0,OFDM,none,none,QPSK,1
dino,0,OFDM,none,sc16,16QAM,1
dino,0,OFDM,none,sc16,5G_Downlink,30
dino,0,OFDM,none,sc16,802_11ax,15
dino,0,OFDM,none,sc16,BPSK,1
dino,0,OFDM,none,sc16,Broadband_FM,2
dino,0,OFDM,none,sc16,NOISE,4
dino,0,OFDM,none,sc16,OFDM,62
dino,0,OFDM,sc16,bfp12,5G_Downlink,34
dino,0,OFDM,sc16,bfp12,802_11ax,12
dino,0,OFDM,sc16,bfp12,BPSK,1
dino,0,OFDM,sc16,bfp12,Broadband_FM,3
dino,0,OFDM,sc16,bfp12,NOISE,2
dino,0,OFDM,sc16,bfp12,Narrowband_FM,1
dino,0,OFDM,sc16,bfp12,OFDM,62
dino,0,OFDM,sc16,bfp8,5G_Downlink,26
dino,0,OFDM,sc16,bfp8,802_11ax,18
dino,0,OFDM,sc16,bfp8,Broadband_FM,7
dino,0,OFDM,sc16,bfp8,NOISE,3
dino,0,OFDM,sc16,bfp8,OFDM,60
dino,0,OFDM,sc16,bfp8,QPSK,1
dino,0,OFDM,sc16,none,16QAM,1
dino,0,OFDM,sc16,none,5G_Downlink,39
dino,0,OFDM,sc16,none,802_11ax,15
dino,0,OFDM,sc16,none,Broadband_FM,3
dino,0,OFDM,sc16,none,NOISE,4
dino,0,OFDM,sc16,none,OFDM,52
dino,0,OFDM,sc16,none,QPSK,1
dino,0,OFDM,sc16,sc16,16QAM,1
dino,0,OFDM,sc16,sc16,5G_Downlink,30
dino,0,OFDM,sc16,sc16,802_11ax,15
dino,0,OFDM,sc16,sc16,BPSK,1
dino,0,OFDM,sc16,sc16,Broadband_FM,2
dino,0,OFDM,sc16,sc16,NOISE,4
dino,0,OFDM,sc16,sc16,OFDM,62
dino,0,QPSK,bfp12,bfp12,16QAM,2
dino,0,QPSK,bfp12,bfp12,5G_Downlink,68
dino,0,QPSK,bfp12,bfp12,802_11ax,78
dino,0,QPSK,bfp12,bfp12,BPSK,1
dino,0,QPSK,bfp12,bfp12,Bluetooth,2
dino,0,QPSK,bfp12,bfp12,Broadband_FM,121
dino,0,QPSK,bfp12,bfp12,NOISE,9
dino,0,QPSK,bfp12,bfp12,Narrowband_FM,2
dino,0,QPSK,bfp12,bfp12,OFDM,96
dino,0,QPSK,bfp12,bfp8,5G_Downlink,71
dino,0,QPSK,bfp12,bfp8,802_11ax,70
dino,0,QPSK,bfp12,bfp8,BPSK,2
dino,0,QPSK,bfp12,bfp8,Broadband_FM,133
dino,0,QPSK,bfp12,bfp8,NOISE,12
dino,0,QPSK,bfp12,bfp8,Narrowband_FM,3
dino,0,QPSK,bfp12,bfp8,OFDM,88
dino,0,QPSK,bfp12,none,16QAM,4
dino,0,QPSK,bfp12,none,5G_Downlink,77
dino,0,QPSK,bfp12,none,802_11ax,73
dino,0,QPSK,bfp12,none,Bluetooth,1
dino,0,QPSK,bfp12,none,Broadband_FM,120
dino,0,QPSK,bfp12,none,NOISE,13
dino,0,QPSK,bfp12,none,Narrowband_FM,2
dino,0,QPSK,bfp12,none,OFDM,87
dino,0,QPSK,bfp12,none,QPSK,2
dino,0,QPSK,bfp12,sc16,5G_Downlink,69
dino,0,QPSK,bfp12,sc16,802_11ax,77
dino,0,QPSK,bfp12,sc16,BPSK,1
dino,0,QPSK,bfp12,sc16,Broadband_FM,115
dino,0,QPSK,bfp12,sc16,NOISE,14
dino,0,QPSK,bfp12,sc16,Narrowband_FM,1
dino,0,QPSK,bfp12,sc16,OFDM,101
dino,0,QPSK,bfp12,sc16,QPSK,1
dino,0,QPSK,bfp8,bfp12,16QAM,2
dino,0,QPSK,bfp8,bfp12,5G_Downlink,68
dino,0,QPSK,bfp8,bfp12,802_11ax,83
dino,0,QPSK,bfp8,bfp12,BPSK,1
dino,0,QPSK,bfp8,bfp12,Bluetooth,2
dino,0,QPSK,bfp8,bfp12,Broadband_FM,119
dino,0,QPSK,bfp8,bfp12,NOISE,9
dino,0,QPSK,bfp8,bfp12,Narrowband_FM,2
dino,0,QPSK,bfp8,bfp12,OFDM,93
dino,0,QPSK,bfp8,bfp8,5G_Downlink,72
dino,0,QPSK,bfp8,bfp8,802_11ax,70
dino,0,QPSK,bfp8,bfp8,BPSK,2
dino,0,QPSK,bfp8,bfp8,Broadband_FM,133
dino,0,QPSK,bfp8,bfp8,NOISE,12
dino,0,QPSK,bfp8,bfp8,Narrowband_FM,3
dino,0,QPSK,bfp8,bfp8,OFDM,87
dino,0,QPSK,bfp8,none,16QAM,4
dino,0,QPSK,bfp8,none,5G_Downlink,77
dino,0,QPSK,bfp8,none,802_11ax,72
dino,0,QPSK,bfp8,none,Bluetooth,1
dino,0,QPSK,bfp8,none,Broadband_FM,121
dino,0,QPSK,bfp8,none,NOISE,13
dino,0,QPSK,bfp8,none,Narrowband_FM,2
dino,0,QPSK,bfp8,none,OFDM,87
dino,0,QPSK,bfp8,none,QPSK,2
dino,0,QPSK,bfp8,sc16,5G_Downlink,72
dino,0,QPSK,bfp8,sc16,802_11ax,77
dino,0,QPSK,bfp8,sc16,BPSK,1
dino,0,QPSK,bfp8,sc16,Broadband_FM,114
dino,0,QPSK,bfp8,sc16,NOISE,13
dino,0,QPSK,bfp8,sc16,Narrowband_FM,1
dino,0,QPSK,bfp8,sc16,OFDM,100
dino,0,QPSK,bfp8,sc16,QPSK,1
dino,0,QPSK,none,bfp12,16QAM,2
dino,0,QPSK,none,bfp12,5G_Downlink,68
dino,0,QPSK,none,bfp12,802_11ax,78
dino,0,QPSK,none,bfp12,BPSK,1
dino,0,QPSK,none,bfp12,Bluetooth,2
dino,0,QPSK,none,bfp12,Broadband_FM,121
dino,0,QPSK,none,bfp12,NOISE,9
dino,0,QPSK,none,bfp12,Narrowband_FM,2
dino,0,QPSK,none,bfp12,OFDM,96
dino,0,QPSK,none,bfp8,5G_Downlink,72
dino,0,QPSK,none,bfp8,802_11ax,70
dino,0,QPSK,none,bfp8,BPSK,2
dino,0,QPSK,none,bfp8,Broadband_FM,133
dino,0,QPSK,none,bfp8,NOISE,12
dino,0,QPSK,none,bfp8,Narrowband_FM,3
dino,0,QPSK,none,bfp8,OFDM,87
dino,0,QPSK,none,none,16QAM,4
dino,0,QPSK,none,none,5G_Downlink,77
dino,0,QPSK,none,none,802_11ax,73
dino,0,QPSK,none,none,Bluetooth,1
dino,0,QPSK,none,none,Broadband_FM,120
dino,0,QPSK,none,none,NOISE,13
dino,0,QPSK,none,none,Narrowband_FM,2
dino,0,QPSK,none,none,OFDM,87
dino,0,QPSK,none,none,QPSK,2
dino,0,QPSK,none,sc16,5G_Downlink,69
dino,0,QPSK,none,sc16,802_11ax,77
dino,0,QPSK,none,sc16,BPSK,1
dino,0,QPSK,none,sc16,Broadband_FM,115
dino,0,QPSK,none,sc16,NOISE,14
dino,0,QPSK,none,sc16,Narrowband_FM,1
dino,0,QPSK,none,sc16,OFDM,101
dino,0,QPSK,none,sc16,QPSK,1
dino,0,QPSK,sc16,bfp12,16QAM,2
dino,0,QPSK,sc16,bfp12,5G_Downlink,68
dino,0,QPSK,sc16,bfp12,802_11ax,78
dino,0,QPSK,sc16,bfp12,BPSK,1
dino,0,QPSK,sc16,bfp12,Bluetooth,2
dino,0,QPSK,sc16,bfp12,Broadband_FM,121
dino,0,QPSK,sc16,bfp12,NOISE,9
dino,0,QPSK,sc16,bfp12,Narrowband_FM,2
dino,0,QPSK,sc16,bfp12,OFDM,96
dino,0,QPSK,sc16,bfp8,5G_Downlink,72
dino,0,QPSK,sc16,bfp8,802_11ax,70
dino,0,QPSK,sc16,bfp8,BPSK,2
dino,0,QPSK,sc16,bfp8,Broadband_FM,133
dino,0,QPSK,sc16,bfp8,NOISE,12
dino,0,QPSK,sc16,bfp8,Narrowband_FM,3
dino,0,QPSK,sc16,bfp8,OFDM,87
dino,0,QPSK,sc16,none,16QAM,4
dino,0,QPSK,sc16,none,5G_Downlink,77
dino,0,QPSK,sc16,none,802_11ax,73
dino,0,QPSK,sc16,none,Bluetooth,1
dino,0,QPSK,sc16,none,Broadband_FM,120
dino,0,QPSK,sc16,none,NOISE,13
dino,0,QPSK,sc16,none,Narrowband_FM,2
dino,0,QPSK,sc16,none,OFDM,87
dino,0,QPSK,sc16,none,QPSK,2
dino,0,QPSK,sc16,sc16,5G_Downlink,69
dino,0,QPSK,sc16,sc16,802_11ax,77
dino,0,QPSK,sc16,sc16,BPSK,1
dino,0,QPSK,sc16,sc16,Broadband_FM,115
dino,0,QPSK,sc16,sc16,NOISE,14
dino,0,QPSK,sc16,sc16,Narrowband_FM,1
dino,0,QPSK,sc16,sc16,OFDM,101
dino,0,QPSK,sc16,sc16,QPSK,1
dino,15,16QAM,bfp12,bfp12,16QAM,1
dino,15,16QAM,bfp12,bfp12,5G_Downlink,2
dino,15,16QAM,bfp12,bfp12,802_11ax,115
dino,15,16QAM,bfp12,bfp12,BPSK,1
dino,15,16QAM,bfp12,bfp12,Bluetooth,1
dino,15,16QAM,bfp12,bfp12,Broadband_FM,239
dino,15,16QAM,bfp12,bfp12,Narrowband_FM,5
dino,15,16QAM,bfp12,bfp12,OFDM,10
dino,15,16QAM,bfp12,bfp12,QPSK,1
dino,15,16QAM,bfp12,bfp8,802_11ax,87
dino,15,16QAM,bfp12,bfp8,Broadband_FM,285
dino,15,16QAM,bfp12,bfp8,Narrowband_FM,1
dino,15,16QAM,bfp12,bfp8,OFDM,2
dino,15,16QAM,bfp12,none,5G_Downlink,1
dino,15,16QAM,bfp12,none,802_11ax,93
dino,15,16QAM,bfp12,none,Broadband_FM,268
dino,15,16QAM,bfp12,none,Narrowband_FM,1
dino,15,16QAM,bfp12,none,OFDM,12
dino,15,16QAM,bfp12,sc16,802_11ax,107
dino,15,16QAM,bfp12,sc16,BPSK,1
dino,15,16QAM,bfp12,sc16,Broadband_FM,244
dino,15,16QAM,bfp12,sc16,Narrowband_FM,1
dino,15,16QAM,bfp12,sc16,OFDM,22
dino,15,16QAM,bfp8,bfp12,16QAM,1
dino,15,16QAM,bfp8,bfp12,5G_Downlink,2
dino,15,16QAM,bfp8,bfp12,802_11ax,124
dino,15,16QAM,bfp8,bfp12,BPSK,1
dino,15,16QAM,bfp8,bfp12,Bluetooth,1
dino,15,16QAM,bfp8,bfp12,Broadband_FM,231
dino,15,16QAM,bfp8,bfp12,Narrowband_FM,4
dino,15,16QAM,bfp8,bfp12,OFDM,10
dino,15,16QAM,bfp8,bfp12,QPSK,1
dino,15,16QAM,bfp8,bfp8,802_11ax,86
dino,15,16QAM,bfp8,bfp8,Broadband_FM,286
dino,15,16QAM,bfp8,bfp8,Narrowband_FM,1
dino,15,16QAM,bfp8,bfp8,OFDM,2
dino,15,16QAM,bfp8,none,16QAM,1
dino,15,16QAM,bfp8,none,802_11ax,84
dino,15,16QAM,bfp8,none,BPSK,1
dino,15,16QAM,bfp8,none,Broadband_FM,274
dino,15,16QAM,bfp8,none,Narrowband_FM,1
dino,15,16QAM,bfp8,none,OFDM,14
dino,15,16QAM,bfp8,sc16,16QAM,1
dino,15,16QAM,bfp8,sc16,802_11ax,103
dino,15,16QAM,bfp8,sc16,BPSK,1
dino,15,16QAM,bfp8,sc16,Broadband_FM,247
dino,15,16QAM,bfp8,sc16,Narrowband_FM,1
dino,15,16QAM,bfp8,sc16,OFDM,22
dino,15,16QAM,none,bfp12,16QAM,1
dino,15,16QAM,none,bfp12,5G_Downlink,2
dino,15,16QAM,none,bfp12,802_11ax,115
dino,15,16QAM,none,bfp12,BPSK,1
dino,15,16QAM,none,bfp12,Bluetooth,1
dino,15,16QAM,none,bfp12,Broadband_FM,239
dino,15,16QAM,none,bfp12,Narrowband_FM,5
dino,15,16QAM,none,bfp12,OFDM,10
dino,15,16QAM,none,bfp12,QPSK,1
dino,15,16QAM,none,bfp8,802_11ax,86
dino,15,16QAM,none,bfp8,Broadband_FM,286
dino,15,16QAM,none,bfp8,Narrowband_FM,1
dino,15,16QAM,none,bfp8,OFDM,2
dino,15,16QAM,none,none,5G_Downlink,1
dino,15,16QAM,none,none,802_11ax,93
dino,15,16QAM,none,none,Broadband_FM,268
dino,15,16QAM,none,none,Narrowband_FM,1
dino,15,16QAM,none,none,OFDM,12
dino,15,16QAM,none,sc16,802_11ax,107
dino,15,16QAM,none,sc16,BPSK,1
dino,15,16QAM,none,sc16,Broadband_FM,244
dino,15,16QAM,none,sc16,Narrowband_FM,1
dino,15,16QAM,none,sc16,OFDM,22
dino,15,16QAM,sc16,bfp12,16QAM,1
dino,15,16QAM,sc16,bfp12,5G_Downlink,2
dino,15,16QAM,sc16,bfp12,802_11ax,115
dino,15,16QAM,sc16,bfp12,BPSK,1
dino,15,16QAM,sc16,bfp12,Bluetooth,1
dino,15,16QAM,sc16,bfp12,Broadband_FM,239
dino,15,16QAM,sc16,bfp12,Narrowband_FM,5
dino,15,16QAM,sc16,bfp12,OFDM,10
dino,15,16QAM,sc16,bfp12,QPSK,1
dino,15,16QAM,sc16,bfp8,802_11ax,87
dino,15,16QAM,sc16,bfp8,Broadband_FM,285
dino,15,16QAM,sc16,bfp8,Narrowband_FM,1
dino,15,16QAM,sc16,bfp8,OFDM,2
dino,15,16QAM,sc16,none,5G_Downlink,1
dino,15,16QAM,sc16,none,802_11ax,93
dino,15,16QAM,sc16,none,Broadband_FM,268
dino,15,16QAM,sc16,none,Narrowband_FM,1
dino,15,16QAM,sc16,none,OFDM,12
dino,15,16QAM,sc16,sc16,802_11ax,107
dino,15,16QAM,sc16,sc16,BPSK,1
dino,15,16QAM,sc16,sc16,Broadband_FM,244
dino,15,16QAM,sc16,sc16,Narrowband_FM,1
dino,15,16QAM,sc16,sc16,OFDM,22
dino,15,5G_Downlink,bfp12,bfp12,5G_Downlink,92
dino,15,5G_Downlink,bfp12,bfp12,802_11ax,69
dino,15,5G_Downlink,bfp12,bfp12,Broadband_FM,22
dino,15,5G_Downlink,bfp12,bfp12,NOISE,1
dino,15,5G_Downlink,bfp12,bfp12,OFDM,112
dino,15,5G_Downlink,bfp12,bfp8,5G_Downlink,98
dino,15,5G_Downlink,bfp12,bfp8,802_11ax,81
dino,15,5G_Downlink,bfp12,bfp8,Bluetooth,1
dino,15,5G_Downlink,bfp12,bfp8,Broadband_FM,23
dino,15,5G_Downlink,bfp12,bfp8,OFDM,93
dino,15,5G_Downlink,bfp12,none,5G_Downlink,100
dino,15,5G_Downlink,bfp12,none,802_11ax,58
dino,15,5G_Downlink,bfp12,none,Broadband_FM,25
dino,15,5G_Downlink,bfp12,none,OFDM,113
dino,15,5G_Downlink,bfp12,sc16,5G_Downlink,77
dino,15,5G_Downlink,bfp12,sc16,802_11ax,61
dino,15,5G_Downlink,bfp12,sc16,Broadband_FM,23
dino,15,5G_Downlink,bfp12,sc16,OFDM,135
dino,15,5G_Downlink,bfp8,bfp12,5G_Downlink,97
dino,15,5G_Downlink,bfp8,bfp12,802_11ax,66
dino,15,5G_Downlink,bfp8,bfp12,Broadband_FM,22
dino,15,5G_Downlink,bfp8,bfp12,NOISE,1
dino,15,5G_Downlink,bfp8,bfp12,OFDM,110
dino,15,5G_Downlink,bfp8,bfp8,5G_Downlink,99
dino,15,5G_Downlink,bfp8,bfp8,802_11ax,81
dino,15,5G_Downlink,bfp8,bfp8,Bluetooth,1
dino,15,5G_Downlink,bfp8,bfp8,Broadband_FM,22
dino,15,5G_Downlink,bfp8,bfp8,OFDM,93
dino,15,5G_Downlink,bfp8,none,5G_Downlink,100
dino,15,5G_Downlink,bfp8,none,802_11ax,58
dino,15,5G_Downlink,bfp8,none,Broadband_FM,25
dino,15,5G_Downlink,bfp8,none,OFDM,113
dino,15,5G_Downlink,bfp8,sc16,5G_Downlink,79
dino,15,5G_Downlink,bfp8,sc16,802_11ax,62
dino,15,5G_Downlink,bfp8,sc16,Broadband_FM,23
dino,15,5G_Downlink,bfp8,sc16,OFDM,132
dino,15,5G_Downlink,none,bfp12,5G_Downlink,92
dino,15,5G_Downlink,none,bfp12,802_11ax,69
dino,15,5G_Downlink,none,bfp12,Broadband_FM,22
dino,15,5G_Downlink,none,bfp12,NOISE,1
dino,15,5G_Downlink,none,bfp12,OFDM,112
dino,15,5G_Downlink,none,bfp8,5G_Downlink,99
dino,15,5G_Downlink,none,bfp8,802_11ax,81
dino,15,5G_Downlink,none,bfp8,Bluetooth,1
dino,15,5G_Downlink,none,bfp8,Broadband_FM,22
dino,15,5G_Downlink,none,bfp8,OFDM,93
dino,15,5G_Downlink,none,none,5G_Downlink,100
dino,15,5G_Downlink,none,none,802_11ax,58
dino,15,5G_Downlink,none,none,Broadband_FM,25
dino,15,5G_Downlink,none,none,OFDM,113
dino,15,5G_Downlink,none,sc16,5G_Downlink,78
dino,15,5G_Downlink,none,sc16,802_11ax,61
dino,15,5G_Downlink,none,sc16,Broadband_FM,23
dino,15,5G_Downlink,none,sc16,OFDM,134
dino,15,5G_Downlink,sc16,bfp12,5G_Downlink,92
dino,15,5G_Downlink,sc16,bfp12,802_11ax,69
dino,15,5G_Downlink,sc16,bfp12,Broadband_FM,22
dino,15,5G_Downlink,sc16,bfp12,NOISE,1
dino,15,5G_Downlink,sc16,bfp12,OFDM,112
dino,15,5G_Downlink,sc16,bfp8,5G_Downlink,99
dino,15,5G_Downlink,sc16,bfp8,802_11ax,81
dino,15,5G_Downlink,sc16,bfp8,Bluetooth,1
dino,15,5G_Downlink,sc16,bfp8,Broadband_FM,22
dino,15,5G_Downlink,sc16,bfp8,OFDM,93
dino,15,5G_Downlink,sc16,none,5G_Downlink,100
dino,15,5G_Downlink,sc16,none,802_11ax,58
dino,15,5G_Downlink,sc16,none,Broadband_FM,25
dino,15,5G_Downlink,sc16,none,OFDM,113
dino,15,5G_Downlink,sc16,sc16,5G_Downlink,78
dino,15,5G_Downlink,sc16,sc16,802_11ax,61
dino,15,5G_Downlink,sc16,sc16,Broadband_FM,23
dino,15,5G_Downlink,sc16,sc16,OFDM,134
dino,15,802_11ax,bfp12,bfp12,5G_Downlink,8
dino,15,802_11ax,bfp12,bfp12,802_11ax,102
dino,15,802_11ax,bfp12,bfp12,OFDM,14
dino,15,802_11ax,bfp12,bfp8,5G_Downlink,8
dino,15,802_11ax,bfp12,bfp8,802_11ax,101
dino,15,802_11ax,bfp12,bfp8,Narrowband_FM,1
dino,15,802_11ax,bfp12,bfp8,OFDM,14
dino,15,802_11ax,bfp12,none,5G_Downlink,9
dino,15,802_11ax,bfp12,none,802_11ax,104
dino,15,802_11ax,bfp12,none,NOISE,1
dino,15,802_11ax,bfp12,none,OFDM,10
dino,15,802_11ax,bfp12,sc16,5G_Downlink,8
dino,15,802_11ax,bfp12,sc16,802_11ax,90
dino,15,802_11ax,bfp12,sc16,NOISE,1
dino,15,802_11ax,bfp12,sc16,OFDM,25
dino,15,802_11ax,bfp8,bfp12,5G_Downlink,8
dino,15,802_11ax,bfp8,bfp12,802_11ax,102
dino,15,802_11ax,bfp8,bfp12,OFDM,14
dino,15,802_11ax,bfp8,bfp8,5G_Downlink,8
dino,15,802_11ax,bfp8,bfp8,802_11ax,102
dino,15,802_11ax,bfp8,bfp8,OFDM,14
dino,15,802_11ax,bfp8,none,5G_Downlink,10
dino,15,802_11ax,bfp8,none,802_11ax,104
dino,15,802_11ax,bfp8,none,NOISE,1
dino,15,802_11ax,bfp8,none,OFDM,9
dino,15,802_11ax,bfp8,sc16,5G_Downlink,8
dino,15,802_11ax,bfp8,sc16,802_11ax,91
dino,15,802_11ax,bfp8,sc16,NOISE,1
dino,15,802_11ax,bfp8,sc16,OFDM,24
dino,15,802_11ax,none,bfp12,5G_Downlink,8
dino,15,802_11ax,none,bfp12,802_11ax,102
dino,15,802_11ax,none,bfp12,OFDM,14
dino,15,802_11ax,none,bfp8,5G_Downlink,8
dino,15,802_11ax,none,bfp8,802_11ax,102
dino,15,802_11ax,none,bfp8,OFDM,14
dino,15,802_11ax,none,none,5G_Downlink,9
dino,15,802_11ax,none,none,802_11ax,104
dino,15,802_11ax,none,none,NOISE,1
dino,15,802_11ax,none,none,OFDM,10
dino,15,802_11ax,none,sc16,5G_Downlink,8
dino,15,802_11ax,none,sc16,802_11ax,90
dino,15,802_11ax,none,sc16,NOISE,1
dino,15,802_11ax,none,sc16,OFDM,25
dino,15,802_11ax,sc16,bfp12,5G_Downlink,8
dino,15,802_11ax,sc16,bfp12,802_11ax,102
dino,15,802_11ax,sc16,bfp12,OFDM,14
dino,15,802_11ax,sc16,bfp8,5G_Downlink,8
dino,15,802_11ax,sc16,bfp8,802_11ax,102
dino,15,802_11ax,sc16,bfp8,OFDM,14
dino,15,802_11ax,sc16,none,5G_Downlink,9
dino,15,802_11ax,sc16,none,802_11ax,104
dino,15,802_11ax,sc16,none,NOISE,1
dino,15,802_11ax,sc16,none,OFDM,10
dino,15,802_11ax,sc16,sc16,5G_Downlink,8
dino,15,802_11ax,sc16,sc16,802_11ax,90
dino,15,802_11ax,sc16,sc16,NOISE,1
dino,15,802_11ax,sc16,sc16,OFDM,25
dino,15,BPSK,bfp12,bfp12,5G_Downlink,2
dino,15,BPSK,bfp12,bfp12,802_11ax,75
dino,15,BPSK,bfp12,bfp12,BPSK,1
dino,15,BPSK,bfp12,bfp12,Broadband_FM,254
dino,15,BPSK,bfp12,bfp12,OFDM,10
dino,15,BPSK,bfp12,bfp12,QPSK,1
dino,15,BPSK,bfp12,bfp8,5G_Downlink,1
dino,15,BPSK,bfp12,bfp8,802_11ax,57
dino,15,BPSK,bfp12,bfp8,Broadband_FM,279
dino,15,BPSK,bfp12,bfp8,OFDM,5
dino,15,BPSK,bfp12,bfp8,QPSK,1
dino,15,BPSK,bfp12,none,5G_Downlink,1
dino,15,BPSK,bfp12,none,802_11ax,58
dino,15,BPSK,bfp12,none,Broadband_FM,272
dino,15,BPSK,bfp12,none,Narrowband_FM,2
dino,15,BPSK,bfp12,none,OFDM,10
dino,15,BPSK,bfp12,sc16,802_11ax,69
dino,15,BPSK,bfp12,sc16,BPSK,1
dino,15,BPSK,bfp12,sc16,Broadband_FM,250
dino,15,BPSK,bfp12,sc16,OFDM,23
dino,15,BPSK,bfp8,bfp12,5G_Downlink,2
dino,15,BPSK,bfp8,bfp12,802_11ax,78
dino,15,BPSK,bfp8,bfp12,BPSK,1
dino,15,BPSK,bfp8,bfp12,Broadband_FM,250
dino,15,BPSK,bfp8,bfp12,OFDM,11
dino,15,BPSK,bfp8,bfp12,QPSK,1
dino,15,BPSK,bfp8,bfp8,5G_Downlink,1
dino,15,BPSK,bfp8,bfp8,802_11ax,57
