lane,variant,truth,storage_codec,model_codec,pred,n
gt,0,Bluetooth,bfp12,bfp8,Bluetooth,36
gt,0,Bluetooth,bfp12,bfp8,Broadband_FM,3
gt,0,Bluetooth,bfp12,bfp8,Narrowband_FM,13
gt,0,Bluetooth,bfp12,none,5G_Downlink,2
gt,0,Bluetooth,bfp12,none,802_11ax,2
gt,0,Bluetooth,bfp12,none,Bluetooth,40
gt,0,Bluetooth,bfp12,none,Broadband_FM,9
gt,0,Bluetooth,bfp12,none,Narrowband_FM,5
gt,0,Bluetooth,bfp12,sc16,802_11ax,5
gt,0,Bluetooth,bfp12,sc16,Bluetooth,37
gt,0,Bluetooth,bfp12,sc16,Broadband_FM,9
gt,0,Bluetooth,bfp12,sc16,Narrowband_FM,6
gt,0,Bluetooth,bfp12,sc16,OFDM,1
gt,0,Bluetooth,bfp8,bfp12,16QAM,2
gt,0,Bluetooth,bfp8,bfp12,802_11ax,5
gt,0,Bluetooth,bfp8,bfp12,Bluetooth,36
gt,0,Bluetooth,bfp8,bfp12,Broadband_FM,8
gt,0,Bluetooth,bfp8,bfp12,Narrowband_FM,4
gt,0,Bluetooth,bfp8,bfp12,QPSK,3
gt,0,Bluetooth,bfp8,bfp8,802_11ax,6
gt,0,Bluetooth,bfp8,bfp8,Bluetooth,36
gt,0,Bluetooth,bfp8,bfp8,Broadband_FM,3
gt,0,Bluetooth,bfp8,bfp8,Narrowband_FM,13
gt,0,Bluetooth,bfp8,none,5G_Downlink,2
gt,0,Bluetooth,bfp8,none,802_11ax,2
gt,0,Bluetooth,bfp8,none,Bluetooth,40
gt,0,Bluetooth,bfp8,none,Broadband_FM,8
gt,0,Bluetooth,bfp8,none,Narrowband_FM,5
gt,0,Bluetooth,bfp8,none,OFDM,1
gt,0,Bluetooth,bfp8,sc16,802_11ax,6
gt,0,Bluetooth,bfp8,sc16,Bluetooth,37
gt,0,Bluetooth,bfp8,sc16,Broadband_FM,8
gt,0,Bluetooth,bfp8,sc16,Narrowband_FM,6
gt,0,Bluetooth,bfp8,sc16,OFDM,1
gt,0,Bluetooth,none,bfp12,16QAM,2
gt,0,Bluetooth,none,bfp12,802_11ax,4
gt,0,Bluetooth,none,bfp12,Bluetooth,36
gt,0,Bluetooth,none,bfp12,Broadband_FM,9
gt,0,Bluetooth,none,bfp12,Narrowband_FM,4
gt,0,Bluetooth,none,bfp12,QPSK,3
gt,0,Bluetooth,none,bfp8,802_11ax,6
gt,0,Bluetooth,none,bfp8,Bluetooth,36
gt,0,Bluetooth,none,bfp8,Broadband_FM,3
gt,0,Bluetooth,none,bfp8,Narrowband_FM,13
gt,0,Bluetooth,none,none,5G_Downlink,2
gt,0,Bluetooth,none,none,802_11ax,2
gt,0,Bluetooth,none,none,Bluetooth,40
gt,0,Bluetooth,none,none,Broadband_FM,9
gt,0,Bluetooth,none,none,Narrowband_FM,5
gt,0,Bluetooth,none,sc16,802_11ax,5
gt,0,Bluetooth,none,sc16,Bluetooth,37
gt,0,Bluetooth,none,sc16,Broadband_FM,9
gt,0,Bluetooth,none,sc16,Narrowband_FM,6
gt,0,Bluetooth,none,sc16,OFDM,1
gt,0,Bluetooth,sc16,bfp12,16QAM,2
gt,0,Bluetooth,sc16,bfp12,802_11ax,4
gt,0,Bluetooth,sc16,bfp12,Bluetooth,36
gt,0,Bluetooth,sc16,bfp12,Broadband_FM,9
gt,0,Bluetooth,sc16,bfp12,Narrowband_FM,4
gt,0,Bluetooth,sc16,bfp12,QPSK,3
gt,0,Bluetooth,sc16,bfp8,802_11ax,6
gt,0,Bluetooth,sc16,bfp8,Bluetooth,36
gt,0,Bluetooth,sc16,bfp8,Broadband_FM,3
gt,0,Bluetooth,sc16,bfp8,Narrowband_FM,13
gt,0,Bluetooth,sc16,none,5G_Downlink,2
gt,0,Bluetooth,sc16,none,802_11ax,2
gt,0,Bluetooth,sc16,none,Bluetooth,40
gt,0,Bluetooth,sc16,none,Broadband_FM,9
gt,0,Bluetooth,sc16,none,Narrowband_FM,5
gt,0,Bluetooth,sc16,sc16,802_11ax,5
gt,0,Bluetooth,sc16,sc16,Bluetooth,37
gt,0,Bluetooth,sc16,sc16,Broadband_FM,9
gt,0,Bluetooth,sc16,sc16,Narrowband_FM,6
gt,0,Bluetooth,sc16,sc16,OFDM,1
gt,0,Broadband_FM,bfp12,bfp12,16QAM,1
gt,0,Broadband_FM,bfp12,bfp12,5G_Downlink,1
gt,0,Broadband_FM,bfp12,bfp12,802_11ax,2
gt,0,Broadband_FM,bfp12,bfp12,BPSK,1
gt,0,Broadband_FM,bfp12,bfp12,Broadband_FM,16
gt,0,Broadband_FM,bfp12,bfp12,NOISE,1
gt,0,Broadband_FM,bfp12,bfp12,OFDM,1
gt,0,Broadband_FM,bfp12,bfp8,5G_Downlink,1
gt,0,Broadband_FM,bfp12,bfp8,802_11ax,1
gt,0,Broadband_FM,bfp12,bfp8,BPSK,1
gt,0,Broadband_FM,bfp12,bfp8,Broadband_FM,17
gt,0,Broadband_FM,bfp12,bfp8,OFDM,3
gt,0,Broadband_FM,bfp12,none,5G_Downlink,1
gt,0,Broadband_FM,bfp12,none,802_11ax,3
gt,0,Broadband_FM,bfp12,none,Broadband_FM,17
gt,0,Broadband_FM,bfp12,none,NOISE,1
gt,0,Broadband_FM,bfp12,none,OFDM,1
gt,0,Broadband_FM,bfp12,sc16,802_11ax,2
gt,0,Broadband_FM,bfp12,sc16,Broadband_FM,12
gt,0,Broadband_FM,bfp12,sc16,NOISE,1
gt,0,Broadband_FM,bfp12,sc16,Narrowband_FM,1
gt,0,Broadband_FM,bfp12,sc16,OFDM,7
gt,0,Broadband_FM,bfp8,bfp12,16QAM,1
gt,0,Broadband_FM,bfp8,bfp12,5G_Downlink,1
gt,0,Broadband_FM,bfp8,bfp12,802_11ax,2
gt,0,Broadband_FM,bfp8,bfp12,BPSK,1
gt,0,Broadband_FM,bfp8,bfp12,Broadband_FM,16
gt,0,Broadband_FM,bfp8,bfp12,NOISE,1
gt,0,Broadband_FM,bfp8,bfp12,OFDM,1
gt,0,Broadband_FM,bfp8,bfp8,5G_Downlink,1
gt,0,Broadband_FM,bfp8,bfp8,802_11ax,1
gt,0,Broadband_FM,bfp8,bfp8,BPSK,1
gt,0,Broadband_FM,bfp8,bfp8,Broadband_FM,17
gt,0,Broadband_FM,bfp8,bfp8,OFDM,3
gt,0,Broadband_FM,bfp8,none,5G_Downlink,1
gt,0,Broadband_FM,bfp8,none,802_11ax,4
gt,0,Broadband_FM,bfp8,none,Broadband_FM,17
gt,0,Broadband_FM,bfp8,none,OFDM,1
gt,0,Broadband_FM,bfp8,sc16,802_11ax,2
gt,0,Broadband_FM,bfp8,sc16,Broadband_FM,12
gt,0,Broadband_FM,bfp8,sc16,NOISE,1
gt,0,Broadband_FM,bfp8,sc16,Narrowband_FM,1
gt,0,Broadband_FM,bfp8,sc16,OFDM,7
gt,0,Broadband_FM,none,bfp12,16QAM,1
gt,0,Broadband_FM,none,bfp12,5G_Downlink,1
gt,0,Broadband_FM,none,bfp12,802_11ax,2
gt,0,Broadband_FM,none,bfp12,BPSK,1
gt,0,Broadband_FM,none,bfp12,Broadband_FM,16
gt,0,Broadband_FM,none,bfp12,NOISE,1
gt,0,Broadband_FM,none,bfp12,OFDM,1
gt,0,Broadband_FM,none,bfp8,5G_Downlink,1
gt,0,Broadband_FM,none,bfp8,802_11ax,1
gt,0,Broadband_FM,none,bfp8,BPSK,1
gt,0,Broadband_FM,none,bfp8,Broadband_FM,17
gt,0,Broadband_FM,none,bfp8,OFDM,3
gt,0,Broadband_FM,none,none,5G_Downlink,1
gt,0,Broadband_FM,none,none,802_11ax,3
gt,0,Broadband_FM,none,none,Broadband_FM,17
gt,0,Broadband_FM,none,none,NOISE,1
gt,0,Broadband_FM,none,none,OFDM,1
gt,0,Broadband_FM,none,sc16,802_11ax,2
gt,0,Broadband_FM,none,sc16,Broadband_FM,12
gt,0,Broadband_FM,none,sc16,NOISE,1
gt,0,Broadband_FM,none,sc16,Narrowband_FM,1
gt,0,Broadband_FM,none,sc16,OFDM,7
gt,0,Broadband_FM,sc16,bfp12,16QAM,1
gt,0,Broadband_FM,sc16,bfp12,5G_Downlink,1
gt,0,Broadband_FM,sc16,bfp12,802_11ax,2
gt,0,Broadband_FM,sc16,bfp12,BPSK,1
gt,0,Broadband_FM,sc16,bfp12,Broadband_FM,16
gt,0,Broadband_FM,sc16,bfp12,NOISE,1
gt,0,Broadband_FM,sc16,bfp12,OFDM,1
gt,0,Broadband_FM,sc16,bfp8,5G_Downlink,1
gt,0,Broadband_FM,sc16,bfp8,802_11ax,1
gt,0,Broadband_FM,sc16,bfp8,BPSK,1
gt,0,Broadband_FM,sc16,bfp8,Broadband_FM,17
gt,0,Broadband_FM,sc16,bfp8,OFDM,3
gt,0,Broadband_FM,sc16,none,5G_Downlink,1
gt,0,Broadband_FM,sc16,none,802_11ax,3
gt,0,Broadband_FM,sc16,none,Broadband_FM,17
gt,0,Broadband_FM,sc16,none,NOISE,1
gt,0,Broadband_FM,sc16,none,OFDM,1
gt,0,Broadband_FM,sc16,sc16,802_11ax,2
gt,0,Broadband_FM,sc16,sc16,Broadband_FM,12
gt,0,Broadband_FM,sc16,sc16,NOISE,1
gt,0,Broadband_FM,sc16,sc16,Narrowband_FM,1
gt,0,Broadband_FM,sc16,sc16,OFDM,7
gt,0,Narrowband_FM,bfp12,bfp12,Narrowband_FM,2
gt,0,Narrowband_FM,bfp12,bfp8,Narrowband_FM,2
gt,0,Narrowband_FM,bfp12,none,Broadband_FM,2
gt,0,Narrowband_FM,bfp12,sc16,Narrowband_FM,2
gt,0,Narrowband_FM,bfp8,bfp12,Narrowband_FM,2
gt,0,Narrowband_FM,bfp8,bfp8,Narrowband_FM,2
gt,0,Narrowband_FM,bfp8,none,Broadband_FM,2
gt,0,Narrowband_FM,bfp8,sc16,Narrowband_FM,2
gt,0,Narrowband_FM,none,bfp12,Narrowband_FM,2
gt,0,Narrowband_FM,none,bfp8,Narrowband_FM,2
gt,0,Narrowband_FM,none,none,Broadband_FM,2
gt,0,Narrowband_FM,none,sc16,Narrowband_FM,2
gt,0,Narrowband_FM,sc16,bfp12,Narrowband_FM,2
gt,0,Narrowband_FM,sc16,bfp8,Narrowband_FM,2
gt,0,Narrowband_FM,sc16,none,Broadband_FM,2
gt,0,Narrowband_FM,sc16,sc16,Narrowband_FM,2
gt,0,OFDM,bfp12,bfp12,16QAM,1
gt,0,OFDM,bfp12,bfp12,5G_Downlink,41
gt,0,OFDM,bfp12,bfp12,802_11ax,12
gt,0,OFDM,bfp12,bfp12,Bluetooth,1
gt,0,OFDM,bfp12,bfp12,Broadband_FM,1
gt,0,OFDM,bfp12,bfp12,NOISE,46
gt,0,OFDM,bfp12,bfp12,Narrowband_FM,4
gt,0,OFDM,bfp12,bfp12,OFDM,32
gt,0,OFDM,bfp12,bfp8,5G_Downlink,39
gt,0,OFDM,bfp12,bfp8,802_11ax,4
gt,0,OFDM,bfp12,bfp8,BPSK,1
gt,0,OFDM,bfp12,bfp8,Broadband_FM,2
gt,0,OFDM,bfp12,bfp8,NOISE,49
gt,0,OFDM,bfp12,bfp8,Narrowband_FM,4
gt,0,OFDM,bfp12,bfp8,OFDM,39
gt,0,OFDM,bfp12,none,5G_Downlink,32
gt,0,OFDM,bfp12,none,802_11ax,12
gt,0,OFDM,bfp12,none,Broadband_FM,3
gt,0,OFDM,bfp12,none,NOISE,53
gt,0,OFDM,bfp12,none,Narrowband_FM,3
gt,0,OFDM,bfp12,none,OFDM,35
gt,0,OFDM,bfp12,sc16,16QAM,1
gt,0,OFDM,bfp12,sc16,5G_Downlink,34
gt,0,OFDM,bfp12,sc16,802_11ax,11
gt,0,OFDM,bfp12,sc16,Bluetooth,1
gt,0,OFDM,bfp12,sc16,NOISE,45
gt,0,OFDM,bfp12,sc16,Narrowband_FM,3
gt,0,OFDM,bfp12,sc16,OFDM,43
gt,0,OFDM,bfp8,bfp12,16QAM,1
gt,0,OFDM,bfp8,bfp12,5G_Downlink,41
gt,0,OFDM,bfp8,bfp12,802_11ax,11
gt,0,OFDM,bfp8,bfp12,Bluetooth,1
gt,0,OFDM,bfp8,bfp12,Broadband_FM,1
gt,0,OFDM,bfp8,bfp12,NOISE,46
gt,0,OFDM,bfp8,bfp12,Narrowband_FM,4
gt,0,OFDM,bfp8,bfp12,OFDM,33
gt,0,OFDM,bfp8,bfp8,5G_Downlink,40
gt,0,OFDM,bfp8,bfp8,802_11ax,4
gt,0,OFDM,bfp8,bfp8,BPSK,1
gt,0,OFDM,bfp8,bfp8,Broadband_FM,2
gt,0,OFDM,bfp8,bfp8,NOISE,49
gt,0,OFDM,bfp8,bfp8,Narrowband_FM,4
gt,0,OFDM,bfp8,bfp8,OFDM,38
gt,0,OFDM,bfp8,none,5G_Downlink,32
gt,0,OFDM,bfp8,none,802_11ax,12
gt,0,OFDM,bfp8,none,Broadband_FM,4
gt,0,OFDM,bfp8,none,NOISE,51
gt,0,OFDM,bfp8,none,Narrowband_FM,3
gt,0,OFDM,bfp8,none,OFDM,36
gt,0,OFDM,bfp8,sc16,16QAM,1
gt,0,OFDM,bfp8,sc16,5G_Downlink,35
gt,0,OFDM,bfp8,sc16,802_11ax,10
gt,0,OFDM,bfp8,sc16,Bluetooth,1
gt,0,OFDM,bfp8,sc16,NOISE,45
gt,0,OFDM,bfp8,sc16,Narrowband_FM,3
gt,0,OFDM,bfp8,sc16,OFDM,43
gt,0,OFDM,none,bfp12,16QAM,1
gt,0,OFDM,none,bfp12,5G_Downlink,41
gt,0,OFDM,none,bfp12,802_11ax,12
gt,0,OFDM,none,bfp12,Bluetooth,1
gt,0,OFDM,none,bfp12,Broadband_FM,1
gt,0,OFDM,none,bfp12,NOISE,46
gt,0,OFDM,none,bfp12,Narrowband_FM,4
gt,0,OFDM,none,bfp12,OFDM,32
gt,0,OFDM,none,bfp8,5G_Downlink,40
gt,0,OFDM,none,bfp8,802_11ax,4
gt,0,OFDM,none,bfp8,BPSK,1
gt,0,OFDM,none,bfp8,Broadband_FM,2
gt,0,OFDM,none,bfp8,NOISE,49
gt,0,OFDM,none,bfp8,Narrowband_FM,4
gt,0,OFDM,none,bfp8,OFDM,38
gt,0,OFDM,none,none,5G_Downlink,31
gt,0,OFDM,none,none,802_11ax,12
gt,0,OFDM,none,none,Broadband_FM,3
gt,0,OFDM,none,none,NOISE,53
gt,0,OFDM,none,none,Narrowband_FM,3
gt,0,OFDM,none,none,OFDM,36
gt,0,OFDM,none,sc16,16QAM,1
gt,0,OFDM,none,sc16,5G_Downlink,34
gt,0,OFDM,none,sc16,802_11ax,11
gt,0,OFDM,none,sc16,Bluetooth,1
gt,0,OFDM,none,sc16,NOISE,45
gt,0,OFDM,none,sc16,Narrowband_FM,3
gt,0,OFDM,none,sc16,OFDM,43
gt,0,OFDM,sc16,bfp12,16QAM,1
gt,0,OFDM,sc16,bfp12,5G_Downlink,41
gt,0,OFDM,sc16,bfp12,802_11ax,12
gt,0,OFDM,sc16,bfp12,Bluetooth,1
gt,0,OFDM,sc16,bfp12,Broadband_FM,1
gt,0,OFDM,sc16,bfp12,NOISE,46
gt,0,OFDM,sc16,bfp12,Narrowband_FM,4
gt,0,OFDM,sc16,bfp12,OFDM,32
gt,0,OFDM,sc16,bfp8,5G_Downlink,40
gt,0,OFDM,sc16,bfp8,802_11ax,4
gt,0,OFDM,sc16,bfp8,BPSK,1
gt,0,OFDM,sc16,bfp8,Broadband_FM,2
gt,0,OFDM,sc16,bfp8,NOISE,49
gt,0,OFDM,sc16,bfp8,Narrowband_FM,4
gt,0,OFDM,sc16,bfp8,OFDM,38
gt,0,OFDM,sc16,none,5G_Downlink,31
gt,0,OFDM,sc16,none,802_11ax,12
gt,0,OFDM,sc16,none,Broadband_FM,3
gt,0,OFDM,sc16,none,NOISE,53
gt,0,OFDM,sc16,none,Narrowband_FM,3
gt,0,OFDM,sc16,none,OFDM,36
gt,0,OFDM,sc16,sc16,16QAM,1
gt,0,OFDM,sc16,sc16,5G_Downlink,34
gt,0,OFDM,sc16,sc16,802_11ax,11
gt,0,OFDM,sc16,sc16,Bluetooth,1
gt,0,OFDM,sc16,sc16,NOISE,45
gt,0,OFDM,sc16,sc16,Narrowband_FM,3
gt,0,OFDM,sc16,sc16,OFDM,43
gt,0,QPSK,bfp12,bfp12,16QAM,2
gt,0,QPSK,bfp12,bfp12,5G_Downlink,17
gt,0,QPSK,bfp12,bfp12,802_11ax,57
gt,0,QPSK,bfp12,bfp12,BPSK,1
gt,0,QPSK,bfp12,bfp12,Broadband_FM,27
gt,0,QPSK,bfp12,bfp12,NOISE,45
gt,0,QPSK,bfp12,bfp12,Narrowband_FM,5
gt,0,QPSK,bfp12,bfp12,OFDM,23
gt,0,QPSK,bfp12,bfp12,QPSK,143
gt,0,QPSK,bfp12,bfp8,16QAM,1
gt,0,QPSK,bfp12,bfp8,5G_Downlink,13
gt,0,QPSK,bfp12,bfp8,802_11ax,51
gt,0,QPSK,bfp12,bfp8,BPSK,2
gt,0,QPSK,bfp12,bfp8,Broadband_FM,43
gt,0,QPSK,bfp12,bfp8,NOISE,51
gt,0,QPSK,bfp12,bfp8,Narrowband_FM,4
gt,0,QPSK,bfp12,bfp8,OFDM,17
gt,0,QPSK,bfp12,bfp8,QPSK,138
gt,0,QPSK,bfp12,none,16QAM,2
gt,0,QPSK,bfp12,none,5G_Downlink,18
gt,0,QPSK,bfp12,none,802_11ax,51
gt,0,QPSK,bfp12,none,BPSK,1
gt,0,QPSK,bfp12,none,Bluetooth,1
gt,0,QPSK,bfp12,none,Broadband_FM,38
gt,0,QPSK,bfp12,none,NOISE,43
gt,0,QPSK,bfp12,none,Narrowband_FM,2
gt,0,QPSK,bfp12,none,OFDM,27
gt,0,QPSK,bfp12,none,QPSK,137
gt,0,QPSK,bfp12,sc16,16QAM,2
gt,0,QPSK,bfp12,sc16,5G_Downlink,9
gt,0,QPSK,bfp12,sc16,802_11ax,65
gt,0,QPSK,bfp12,sc16,Broadband_FM,24
gt,0,QPSK,bfp12,sc16,NOISE,53
gt,0,QPSK,bfp12,sc16,Narrowband_FM,1
gt,0,QPSK,bfp12,sc16,OFDM,28
gt,0,QPSK,bfp12,sc16,QPSK,138
gt,0,QPSK,bfp8,bfp12,16QAM,2
gt,0,QPSK,bfp8,bfp12,5G_Downlink,17
gt,0,QPSK,bfp8,bfp12,802_11ax,59
gt,0,QPSK,bfp8,bfp12,BPSK,1
gt,0,QPSK,bfp8,bfp12,Broadband_FM,26
gt,0,QPSK,bfp8,bfp12,NOISE,45
gt,0,QPSK,bfp8,bfp12,Narrowband_FM,4
gt,0,QPSK,bfp8,bfp12,OFDM,24
gt,0,QPSK,bfp8,bfp12,QPSK,142
gt,0,QPSK,bfp8,bfp8,16QAM,1
gt,0,QPSK,bfp8,bfp8,5G_Downlink,13
gt,0,QPSK,bfp8,bfp8,802_11ax,50
gt,0,QPSK,bfp8,bfp8,BPSK,2
gt,0,QPSK,bfp8,bfp8,Broadband_FM,43
gt,0,QPSK,bfp8,bfp8,NOISE,51
gt,0,QPSK,bfp8,bfp8,Narrowband_FM,4
gt,0,QPSK,bfp8,bfp8,OFDM,18
gt,0,QPSK,bfp8,bfp8,QPSK,138
gt,0,QPSK,bfp8,none,16QAM,3
gt,0,QPSK,bfp8,none,5G_Downlink,17
gt,0,QPSK,bfp8,none,802_11ax,48
gt,0,QPSK,bfp8,none,Bluetooth,1
gt,0,QPSK,bfp8,none,Broadband_FM,39
gt,0,QPSK,bfp8,none,NOISE,44
gt,0,QPSK,bfp8,none,Narrowband_FM,2
gt,0,QPSK,bfp8,none,OFDM,25
gt,0,QPSK,bfp8,none,QPSK,141
gt,0,QPSK,bfp8,sc16,16QAM,2
gt,0,QPSK,bfp8,sc16,5G_Downlink,9
gt,0,QPSK,bfp8,sc16,802_11ax,62
gt,0,QPSK,bfp8,sc16,Broadband_FM,25
gt,0,QPSK,bfp8,sc16,NOISE,52
gt,0,QPSK,bfp8,sc16,Narrowband_FM,1
gt,0,QPSK,bfp8,sc16,OFDM,28
gt,0,QPSK,bfp8,sc16,QPSK,141
gt,0,QPSK,none,bfp12,16QAM,2
gt,0,QPSK,none,bfp12,5G_Downlink,17
gt,0,QPSK,none,bfp12,802_11ax,57
gt,0,QPSK,none,bfp12,BPSK,1
gt,0,QPSK,none,bfp12,Broadband_FM,27
gt,0,QPSK,none,bfp12,NOISE,45
gt,0,QPSK,none,bfp12,Narrowband_FM,5
gt,0,QPSK,none,bfp12,OFDM,23
gt,0,QPSK,none,bfp12,QPSK,143
gt,0,QPSK,none,bfp8,16QAM,1
gt,0,QPSK,none,bfp8,5G_Downlink,13
gt,0,QPSK,none,bfp8,802_11ax,50
gt,0,QPSK,none,bfp8,BPSK,2
gt,0,QPSK,none,bfp8,Broadband_FM,43
gt,0,QPSK,none,bfp8,NOISE,51
gt,0,QPSK,none,bfp8,Narrowband_FM,4
gt,0,QPSK,none,bfp8,OFDM,18
gt,0,QPSK,none,bfp8,QPSK,138
gt,0,QPSK,none,none,16QAM,2
gt,0,QPSK,none,none,5G_Downlink,18
gt,0,QPSK,none,none,802_11ax,51
gt,0,QPSK,none,none,BPSK,1
gt,0,QPSK,none,none,Bluetooth,1
gt,0,QPSK,none,none,Broadband_FM,38
gt,0,QPSK,none,none,NOISE,43
gt,0,QPSK,none,none,Narrowband_FM,2
gt,0,QPSK,none,none,OFDM,27
gt,0,QPSK,none,none,QPSK,137
gt,0,QPSK,none,sc16,16QAM,2
gt,0,QPSK,none,sc16,5G_Downlink,9
gt,0,QPSK,none,sc16,802_11ax,65
gt,0,QPSK,none,sc16,Broadband_FM,24
gt,0,QPSK,none,sc16,NOISE,53
gt,0,QPSK,none,sc16,Narrowband_FM,1
gt,0,QPSK,none,sc16,OFDM,28
gt,0,QPSK,none,sc16,QPSK,138
gt,0,QPSK,sc16,bfp12,16QAM,2
gt,0,QPSK,sc16,bfp12,5G_Downlink,17
gt,0,QPSK,sc16,bfp12,802_11ax,57
gt,0,QPSK,sc16,bfp12,BPSK,1
gt,0,QPSK,sc16,bfp12,Broadband_FM,27
gt,0,QPSK,sc16,bfp12,NOISE,45
gt,0,QPSK,sc16,bfp12,Narrowband_FM,5
gt,0,QPSK,sc16,bfp12,OFDM,23
gt,0,QPSK,sc16,bfp12,QPSK,143
gt,0,QPSK,sc16,bfp8,16QAM,1
gt,0,QPSK,sc16,bfp8,5G_Downlink,12
gt,0,QPSK,sc16,bfp8,802_11ax,50
gt,0,QPSK,sc16,bfp8,BPSK,2
gt,0,QPSK,sc16,bfp8,Broadband_FM,43
gt,0,QPSK,sc16,bfp8,NOISE,52
gt,0,QPSK,sc16,bfp8,Narrowband_FM,4
gt,0,QPSK,sc16,bfp8,OFDM,18
gt,0,QPSK,sc16,bfp8,QPSK,138
gt,0,QPSK,sc16,none,16QAM,2
gt,0,QPSK,sc16,none,5G_Downlink,18
gt,0,QPSK,sc16,none,802_11ax,51
gt,0,QPSK,sc16,none,BPSK,1
gt,0,QPSK,sc16,none,Bluetooth,1
gt,0,QPSK,sc16,none,Broadband_FM,38
gt,0,QPSK,sc16,none,NOISE,43
gt,0,QPSK,sc16,none,Narrowband_FM,2
gt,0,QPSK,sc16,none,OFDM,27
gt,0,QPSK,sc16,none,QPSK,137
gt,0,QPSK,sc16,sc16,16QAM,2
gt,0,QPSK,sc16,sc16,5G_Downlink,9
gt,0,QPSK,sc16,sc16,802_11ax,65
gt,0,QPSK,sc16,sc16,Broadband_FM,24
gt,0,QPSK,sc16,sc16,NOISE,53
gt,0,QPSK,sc16,sc16,Narrowband_FM,1
gt,0,QPSK,sc16,sc16,OFDM,28
gt,0,QPSK,sc16,sc16,QPSK,138
gt,15,16QAM,bfp12,bfp12,16QAM,150
gt,15,16QAM,bfp12,bfp12,802_11ax,32
gt,15,16QAM,bfp12,bfp12,Broadband_FM,136
gt,15,16QAM,bfp12,bfp12,Narrowband_FM,2
gt,15,16QAM,bfp12,bfp8,16QAM,155
gt,15,16QAM,bfp12,bfp8,802_11ax,50
gt,15,16QAM,bfp12,bfp8,Broadband_FM,115
gt,15,16QAM,bfp12,none,16QAM,162
gt,15,16QAM,bfp12,none,802_11ax,28
gt,15,16QAM,bfp12,none,Broadband_FM,126
gt,15,16QAM,bfp12,none,OFDM,4
gt,15,16QAM,bfp12,sc16,16QAM,149
gt,15,16QAM,bfp12,sc16,802_11ax,63
gt,15,16QAM,bfp12,sc16,Broadband_FM,108
gt,15,16QAM,bfp8,bfp12,16QAM,150
gt,15,16QAM,bfp8,bfp12,802_11ax,34
gt,15,16QAM,bfp8,bfp12,Broadband_FM,134
gt,15,16QAM,bfp8,bfp12,Narrowband_FM,2
gt,15,16QAM,bfp8,bfp8,16QAM,155
gt,15,16QAM,bfp8,bfp8,802_11ax,50
gt,15,16QAM,bfp8,bfp8,Broadband_FM,115
gt,15,16QAM,bfp8,none,16QAM,163
gt,15,16QAM,bfp8,none,802_11ax,24
gt,15,16QAM,bfp8,none,Broadband_FM,129
gt,15,16QAM,bfp8,none,OFDM,4
gt,15,16QAM,bfp8,sc16,16QAM,149
gt,15,16QAM,bfp8,sc16,802_11ax,59
gt,15,16QAM,bfp8,sc16,Broadband_FM,112
gt,15,16QAM,none,bfp12,16QAM,150
gt,15,16QAM,none,bfp12,802_11ax,32
gt,15,16QAM,none,bfp12,Broadband_FM,136
gt,15,16QAM,none,bfp12,Narrowband_FM,2
gt,15,16QAM,none,bfp8,16QAM,155
gt,15,16QAM,none,bfp8,802_11ax,50
gt,15,16QAM,none,bfp8,Broadband_FM,115
gt,15,16QAM,none,none,16QAM,162
gt,15,16QAM,none,none,802_11ax,28
gt,15,16QAM,none,none,Broadband_FM,126
gt,15,16QAM,none,none,OFDM,4
gt,15,16QAM,none,sc16,16QAM,149
gt,15,16QAM,none,sc16,802_11ax,62
gt,15,16QAM,none,sc16,Broadband_FM,109
gt,15,16QAM,sc16,bfp12,16QAM,150
gt,15,16QAM,sc16,bfp12,802_11ax,32
gt,15,16QAM,sc16,bfp12,Broadband_FM,136
gt,15,16QAM,sc16,bfp12,Narrowband_FM,2
gt,15,16QAM,sc16,bfp8,16QAM,155
gt,15,16QAM,sc16,bfp8,802_11ax,50
gt,15,16QAM,sc16,bfp8,Broadband_FM,115
gt,15,16QAM,sc16,none,16QAM,162
gt,15,16QAM,sc16,none,802_11ax,28
gt,15,16QAM,sc16,none,Broadband_FM,126
gt,15,16QAM,sc16,none,OFDM,4
gt,15,16QAM,sc16,sc16,16QAM,149
gt,15,16QAM,sc16,sc16,802_11ax,62
gt,15,16QAM,sc16,sc16,Broadband_FM,109
gt,15,5G_Downlink,bfp12,bfp12,5G_Downlink,167
gt,15,5G_Downlink,bfp12,bfp12,OFDM,89
gt,15,5G_Downlink,bfp12,bfp8,5G_Downlink,166
gt,15,5G_Downlink,bfp12,bfp8,OFDM,90
gt,15,5G_Downlink,bfp12,none,5G_Downlink,159
gt,15,5G_Downlink,bfp12,none,OFDM,97
gt,15,5G_Downlink,bfp12,sc16,5G_Downlink,161
gt,15,5G_Downlink,bfp12,sc16,OFDM,95
gt,15,5G_Downlink,bfp8,bfp12,5G_Downlink,169
gt,15,5G_Downlink,bfp8,bfp12,OFDM,87
gt,15,5G_Downlink,bfp8,bfp8,5G_Downlink,167
gt,15,5G_Downlink,bfp8,bfp8,OFDM,89
gt,15,5G_Downlink,bfp8,none,5G_Downlink,153
gt,15,5G_Downlink,bfp8,none,OFDM,103
gt,15,5G_Downlink,bfp8,sc16,5G_Downlink,164
gt,15,5G_Downlink,bfp8,sc16,OFDM,92
gt,15,5G_Downlink,none,bfp12,5G_Downlink,167
