lane,variant,class,snr_bin,storage_codec,model_codec,n,correct
dino,0,802_11ax,-15,bfp12,sc16,3,0
dino,0,802_11ax,-15,bfp8,bfp12,3,0
dino,0,802_11ax,-15,bfp8,bfp8,3,0
dino,0,802_11ax,-15,bfp8,none,3,0
dino,0,802_11ax,-15,bfp8,sc16,3,0
dino,0,802_11ax,-15,none,bfp12,3,0
dino,0,802_11ax,-15,none,bfp8,3,0
dino,0,802_11ax,-15,none,none,3,0
dino,0,802_11ax,-15,none,sc16,3,0
dino,0,802_11ax,-15,sc16,bfp12,3,0
dino,0,802_11ax,-15,sc16,bfp8,3,0
dino,0,802_11ax,-15,sc16,none,3,0
dino,0,802_11ax,-15,sc16,sc16,3,0
dino,0,802_11ax,-5,bfp12,bfp12,7,3
dino,0,802_11ax,-5,bfp12,bfp8,7,3
dino,0,802_11ax,-5,bfp12,none,7,3
dino,0,802_11ax,-5,bfp12,sc16,7,3
dino,0,802_11ax,-5,bfp8,bfp12,7,3
dino,0,802_11ax,-5,bfp8,bfp8,7,3
dino,0,802_11ax,-5,bfp8,none,7,3
dino,0,802_11ax,-5,bfp8,sc16,7,3
dino,0,802_11ax,-5,none,bfp12,7,3
dino,0,802_11ax,-5,none,bfp8,7,3
dino,0,802_11ax,-5,none,none,7,3
dino,0,802_11ax,-5,none,sc16,7,3
dino,0,802_11ax,-5,sc16,bfp12,7,3
dino,0,802_11ax,-5,sc16,bfp8,7,3
dino,0,802_11ax,-5,sc16,none,7,3
dino,0,802_11ax,-5,sc16,sc16,7,3
dino,0,BPSK,-10,bfp12,bfp12,97,0
dino,0,BPSK,-10,bfp12,bfp8,97,0
dino,0,BPSK,-10,bfp12,none,97,1
dino,0,BPSK,-10,bfp12,sc16,97,0
dino,0,BPSK,-10,bfp8,bfp12,97,0
dino,0,BPSK,-10,bfp8,bfp8,97,0
dino,0,BPSK,-10,bfp8,none,97,0
dino,0,BPSK,-10,bfp8,sc16,97,0
dino,0,BPSK,-10,none,bfp12,97,0
dino,0,BPSK,-10,none,bfp8,97,0
dino,0,BPSK,-10,none,none,97,1
dino,0,BPSK,-10,none,sc16,97,0
dino,0,BPSK,-10,sc16,bfp12,97,0
dino,0,BPSK,-10,sc16,bfp8,97,0
dino,0,BPSK,-10,sc16,none,97,1
dino,0,BPSK,-10,sc16,sc16,97,0
dino,0,BPSK,-5,bfp12,bfp12,57,2
dino,0,BPSK,-5,bfp12,bfp8,57,0
dino,0,BPSK,-5,bfp12,none,57,0
dino,0,BPSK,-5,bfp12,sc16,57,0
dino,0,BPSK,-5,bfp8,bfp12,57,1
dino,0,BPSK,-5,bfp8,bfp8,57,0
dino,0,BPSK,-5,bfp8,none,57,0
dino,0,BPSK,-5,bfp8,sc16,57,0
dino,0,BPSK,-5,none,bfp12,57,2
dino,0,BPSK,-5,none,bfp8,57,0
dino,0,BPSK,-5,none,none,57,0
dino,0,BPSK,-5,none,sc16,57,0
dino,0,BPSK,-5,sc16,bfp12,57,2
dino,0,BPSK,-5,sc16,bfp8,57,0
dino,0,BPSK,-5,sc16,none,57,0
dino,0,BPSK,-5,sc16,sc16,57,0
dino,0,BPSK,0,bfp12,bfp12,85,1
dino,0,BPSK,0,bfp12,bfp8,85,0
dino,0,BPSK,0,bfp12,none,85,1
dino,0,BPSK,0,bfp12,sc16,85,0
dino,0,BPSK,0,bfp8,bfp12,85,1
dino,0,BPSK,0,bfp8,bfp8,85,0
dino,0,BPSK,0,bfp8,none,85,1
dino,0,BPSK,0,bfp8,sc16,85,1
dino,0,BPSK,0,none,bfp12,85,1
dino,0,BPSK,0,none,bfp8,85,0
dino,0,BPSK,0,none,none,85,1
dino,0,BPSK,0,none,sc16,85,0
dino,0,BPSK,0,sc16,bfp12,85,1
dino,0,BPSK,0,sc16,bfp8,85,0
dino,0,BPSK,0,sc16,none,85,1
dino,0,BPSK,0,sc16,sc16,85,0
dino,0,BPSK,10,bfp12,bfp12,37,0
dino,0,BPSK,10,bfp12,bfp8,37,0
dino,0,BPSK,10,bfp12,none,37,0
dino,0,BPSK,10,bfp12,sc16,37,0
dino,0,BPSK,10,bfp8,bfp12,37,0
dino,0,BPSK,10,bfp8,bfp8,37,0
dino,0,BPSK,10,bfp8,none,37,0
dino,0,BPSK,10,bfp8,sc16,37,0
dino,0,BPSK,10,none,bfp12,37,0
dino,0,BPSK,10,none,bfp8,37,0
dino,0,BPSK,10,none,none,37,0
dino,0,BPSK,10,none,sc16,37,0
dino,0,BPSK,10,sc16,bfp12,37,0
dino,0,BPSK,10,sc16,bfp8,37,0
dino,0,BPSK,10,sc16,none,37,0
dino,0,BPSK,10,sc16,sc16,37,0
dino,0,BPSK,15,bfp12,bfp12,7,0
dino,0,BPSK,15,bfp12,bfp8,7,0
dino,0,BPSK,15,bfp12,none,7,0
dino,0,BPSK,15,bfp12,sc16,7,0
dino,0,BPSK,15,bfp8,bfp12,7,0
dino,0,BPSK,15,bfp8,bfp8,7,0
dino,0,BPSK,15,bfp8,none,7,0
dino,0,BPSK,15,bfp8,sc16,7,0
dino,0,BPSK,15,none,bfp12,7,0
dino,0,BPSK,15,none,bfp8,7,0
dino,0,BPSK,15,none,none,7,0
dino,0,BPSK,15,none,sc16,7,0
dino,0,BPSK,15,sc16,bfp12,7,0
dino,0,BPSK,15,sc16,bfp8,7,0
dino,0,BPSK,15,sc16,none,7,0
dino,0,BPSK,15,sc16,sc16,7,0
dino,0,BPSK,5,bfp12,bfp12,76,1
dino,0,BPSK,5,bfp12,bfp8,76,1
dino,0,BPSK,5,bfp12,none,76,0
dino,0,BPSK,5,bfp12,sc16,76,2
dino,0,BPSK,5,bfp8,bfp12,76,1
dino,0,BPSK,5,bfp8,bfp8,76,1
dino,0,BPSK,5,bfp8,none,76,0
dino,0,BPSK,5,bfp8,sc16,76,1
dino,0,BPSK,5,none,bfp12,76,1
dino,0,BPSK,5,none,bfp8,76,1
dino,0,BPSK,5,none,none,76,0
dino,0,BPSK,5,none,sc16,76,2
dino,0,BPSK,5,sc16,bfp12,76,1
dino,0,BPSK,5,sc16,bfp8,76,1
dino,0,BPSK,5,sc16,none,76,0
dino,0,BPSK,5,sc16,sc16,76,2
dino,0,Bluetooth,10,bfp12,bfp12,2,0
dino,0,Bluetooth,10,bfp12,bfp8,2,0
dino,0,Bluetooth,10,bfp12,none,2,0
dino,0,Bluetooth,10,bfp12,sc16,2,0
dino,0,Bluetooth,10,bfp8,bfp12,2,0
dino,0,Bluetooth,10,bfp8,bfp8,2,0
dino,0,Bluetooth,10,bfp8,none,2,0
dino,0,Bluetooth,10,bfp8,sc16,2,0
dino,0,Bluetooth,10,none,bfp12,2,0
dino,0,Bluetooth,10,none,bfp8,2,0
dino,0,Bluetooth,10,none,none,2,0
dino,0,Bluetooth,10,none,sc16,2,0
dino,0,Bluetooth,10,sc16,bfp12,2,0
dino,0,Bluetooth,10,sc16,bfp8,2,0
dino,0,Bluetooth,10,sc16,none,2,0
dino,0,Bluetooth,10,sc16,sc16,2,0
dino,0,Bluetooth,5,bfp12,bfp12,74,0
dino,0,Bluetooth,5,bfp12,bfp8,74,0
dino,0,Bluetooth,5,bfp12,none,74,0
dino,0,Bluetooth,5,bfp12,sc16,74,0
dino,0,Bluetooth,5,bfp8,bfp12,74,0
dino,0,Bluetooth,5,bfp8,bfp8,74,0
dino,0,Bluetooth,5,bfp8,none,74,0
dino,0,Bluetooth,5,bfp8,sc16,74,0
dino,0,Bluetooth,5,none,bfp12,74,0
dino,0,Bluetooth,5,none,bfp8,74,0
dino,0,Bluetooth,5,none,none,74,0
dino,0,Bluetooth,5,none,sc16,74,0
dino,0,Bluetooth,5,sc16,bfp12,74,0
dino,0,Bluetooth,5,sc16,bfp8,74,0
dino,0,Bluetooth,5,sc16,none,74,0
dino,0,Bluetooth,5,sc16,sc16,74,0
dino,0,Broadband_FM,-10,bfp12,bfp12,5,1
dino,0,Broadband_FM,-10,bfp12,bfp8,5,1
dino,0,Broadband_FM,-10,bfp12,none,5,1
dino,0,Broadband_FM,-10,bfp12,sc16,5,1
dino,0,Broadband_FM,-10,bfp8,bfp12,5,1
dino,0,Broadband_FM,-10,bfp8,bfp8,5,1
dino,0,Broadband_FM,-10,bfp8,none,5,1
dino,0,Broadband_FM,-10,bfp8,sc16,5,1
dino,0,Broadband_FM,-10,none,bfp12,5,1
dino,0,Broadband_FM,-10,none,bfp8,5,1
dino,0,Broadband_FM,-10,none,none,5,1
dino,0,Broadband_FM,-10,none,sc16,5,1
dino,0,Broadband_FM,-10,sc16,bfp12,5,1
dino,0,Broadband_FM,-10,sc16,bfp8,5,1
dino,0,Broadband_FM,-10,sc16,none,5,1
dino,0,Broadband_FM,-10,sc16,sc16,5,1
dino,0,Broadband_FM,-5,bfp12,bfp12,24,8
dino,0,Broadband_FM,-5,bfp12,bfp8,24,9
dino,0,Broadband_FM,-5,bfp12,none,24,8
dino,0,Broadband_FM,-5,bfp12,sc16,24,6
dino,0,Broadband_FM,-5,bfp8,bfp12,24,8
dino,0,Broadband_FM,-5,bfp8,bfp8,24,9
dino,0,Broadband_FM,-5,bfp8,none,24,8
dino,0,Broadband_FM,-5,bfp8,sc16,24,7
dino,0,Broadband_FM,-5,none,bfp12,24,8
dino,0,Broadband_FM,-5,none,bfp8,24,9
dino,0,Broadband_FM,-5,none,none,24,8
dino,0,Broadband_FM,-5,none,sc16,24,6
dino,0,Broadband_FM,-5,sc16,bfp12,24,8
dino,0,Broadband_FM,-5,sc16,bfp8,24,9
dino,0,Broadband_FM,-5,sc16,none,24,8
dino,0,Broadband_FM,-5,sc16,sc16,24,6
dino,0,Broadband_FM,15,bfp12,bfp12,1,0
dino,0,Broadband_FM,15,bfp12,bfp8,1,0
dino,0,Broadband_FM,15,bfp12,none,1,0
dino,0,Broadband_FM,15,bfp12,sc16,1,0
dino,0,Broadband_FM,15,bfp8,bfp12,1,0
dino,0,Broadband_FM,15,bfp8,bfp8,1,0
dino,0,Broadband_FM,15,bfp8,none,1,0
dino,0,Broadband_FM,15,bfp8,sc16,1,0
dino,0,Broadband_FM,15,none,bfp12,1,0
dino,0,Broadband_FM,15,none,bfp8,1,0
dino,0,Broadband_FM,15,none,none,1,0
dino,0,Broadband_FM,15,none,sc16,1,0
dino,0,Broadband_FM,15,sc16,bfp12,1,0
dino,0,Broadband_FM,15,sc16,bfp8,1,0
dino,0,Broadband_FM,15,sc16,none,1,0
dino,0,Broadband_FM,15,sc16,sc16,1,0
dino,0,Broadband_FM,5,bfp12,bfp12,12,0
dino,0,Broadband_FM,5,bfp12,bfp8,12,0
dino,0,Broadband_FM,5,bfp12,none,12,0
dino,0,Broadband_FM,5,bfp12,sc16,12,0
dino,0,Broadband_FM,5,bfp8,bfp12,12,0
dino,0,Broadband_FM,5,bfp8,bfp8,12,0
dino,0,Broadband_FM,5,bfp8,none,12,0
dino,0,Broadband_FM,5,bfp8,sc16,12,0
dino,0,Broadband_FM,5,none,bfp12,12,0
dino,0,Broadband_FM,5,none,bfp8,12,0
dino,0,Broadband_FM,5,none,none,12,0
dino,0,Broadband_FM,5,none,sc16,12,0
dino,0,Broadband_FM,5,sc16,bfp12,12,0
dino,0,Broadband_FM,5,sc16,bfp8,12,0
dino,0,Broadband_FM,5,sc16,none,12,0
dino,0,Broadband_FM,5,sc16,sc16,12,0
dino,0,NOISE,clean,bfp12,bfp12,7583,625
dino,0,NOISE,clean,bfp12,bfp8,7583,546
dino,0,NOISE,clean,bfp12,none,7583,501
dino,0,NOISE,clean,bfp12,sc16,7583,405
dino,0,NOISE,clean,bfp8,bfp12,7583,650
dino,0,NOISE,clean,bfp8,bfp8,7583,546
dino,0,NOISE,clean,bfp8,none,7583,480
dino,0,NOISE,clean,bfp8,sc16,7583,411
dino,0,NOISE,clean,none,bfp12,7583,625
dino,0,NOISE,clean,none,bfp8,7583,546
dino,0,NOISE,clean,none,none,7583,501
dino,0,NOISE,clean,none,sc16,7583,409
dino,0,NOISE,clean,sc16,bfp12,7583,626
dino,0,NOISE,clean,sc16,bfp8,7583,547
dino,0,NOISE,clean,sc16,none,7583,501
dino,0,NOISE,clean,sc16,sc16,7583,409
dino,0,Narrowband_FM,20,bfp12,bfp12,4,0
dino,0,Narrowband_FM,20,bfp12,bfp8,4,0
dino,0,Narrowband_FM,20,bfp12,none,4,0
dino,0,Narrowband_FM,20,bfp12,sc16,4,0
dino,0,Narrowband_FM,20,bfp8,bfp12,4,0
dino,0,Narrowband_FM,20,bfp8,bfp8,4,0
dino,0,Narrowband_FM,20,bfp8,none,4,0
dino,0,Narrowband_FM,20,bfp8,sc16,4,0
dino,0,Narrowband_FM,20,none,bfp12,4,0
dino,0,Narrowband_FM,20,none,bfp8,4,0
dino,0,Narrowband_FM,20,none,none,4,0
dino,0,Narrowband_FM,20,none,sc16,4,0
dino,0,Narrowband_FM,20,sc16,bfp12,4,0
dino,0,Narrowband_FM,20,sc16,bfp8,4,0
dino,0,Narrowband_FM,20,sc16,none,4,0
dino,0,Narrowband_FM,20,sc16,sc16,4,0
dino,0,Narrowband_FM,25,bfp12,bfp12,8,2
dino,0,Narrowband_FM,25,bfp12,bfp8,8,2
dino,0,Narrowband_FM,25,bfp12,none,8,2
dino,0,Narrowband_FM,25,bfp12,sc16,8,2
dino,0,Narrowband_FM,25,bfp8,bfp12,8,2
dino,0,Narrowband_FM,25,bfp8,bfp8,8,2
dino,0,Narrowband_FM,25,bfp8,none,8,2
dino,0,Narrowband_FM,25,bfp8,sc16,8,2
dino,0,Narrowband_FM,25,none,bfp12,8,2
dino,0,Narrowband_FM,25,none,bfp8,8,2
dino,0,Narrowband_FM,25,none,none,8,2
dino,0,Narrowband_FM,25,none,sc16,8,2
dino,0,Narrowband_FM,25,sc16,bfp12,8,2
dino,0,Narrowband_FM,25,sc16,bfp8,8,2
dino,0,Narrowband_FM,25,sc16,none,8,2
dino,0,Narrowband_FM,25,sc16,sc16,8,2
dino,0,OFDM,-15,bfp12,bfp12,12,4
dino,0,OFDM,-15,bfp12,bfp8,12,4
dino,0,OFDM,-15,bfp12,none,12,4
dino,0,OFDM,-15,bfp12,sc16,12,2
dino,0,OFDM,-15,bfp8,bfp12,12,4
dino,0,OFDM,-15,bfp8,bfp8,12,4
dino,0,OFDM,-15,bfp8,none,12,3
dino,0,OFDM,-15,bfp8,sc16,12,2
dino,0,OFDM,-15,none,bfp12,12,4
dino,0,OFDM,-15,none,bfp8,12,4
dino,0,OFDM,-15,none,none,12,4
dino,0,OFDM,-15,none,sc16,12,2
dino,0,OFDM,-15,sc16,bfp12,12,4
dino,0,OFDM,-15,sc16,bfp8,12,4
dino,0,OFDM,-15,sc16,none,12,4
dino,0,OFDM,-15,sc16,sc16,12,2
dino,0,OFDM,-5,bfp12,bfp12,64,38
dino,0,OFDM,-5,bfp12,bfp8,64,39
dino,0,OFDM,-5,bfp12,none,64,27
dino,0,OFDM,-5,bfp12,sc16,64,36
dino,0,OFDM,-5,bfp8,bfp12,64,37
dino,0,OFDM,-5,bfp8,bfp8,64,39
dino,0,OFDM,-5,bfp8,none,64,27
dino,0,OFDM,-5,bfp8,sc16,64,37
dino,0,OFDM,-5,none,bfp12,64,38
dino,0,OFDM,-5,none,bfp8,64,39
dino,0,OFDM,-5,none,none,64,27
dino,0,OFDM,-5,none,sc16,64,37
dino,0,OFDM,-5,sc16,bfp12,64,38
dino,0,OFDM,-5,sc16,bfp8,64,39
dino,0,OFDM,-5,sc16,none,64,27
dino,0,OFDM,-5,sc16,sc16,64,37
dino,0,OFDM,0,bfp12,bfp12,39,20
dino,0,OFDM,0,bfp12,bfp8,39,17
dino,0,OFDM,0,bfp12,none,39,21
dino,0,OFDM,0,bfp12,sc16,39,23
dino,0,OFDM,0,bfp8,bfp12,39,20
dino,0,OFDM,0,bfp8,bfp8,39,17
dino,0,OFDM,0,bfp8,none,39,22
dino,0,OFDM,0,bfp8,sc16,39,24
dino,0,OFDM,0,none,bfp12,39,20
dino,0,OFDM,0,none,bfp8,39,17
dino,0,OFDM,0,none,none,39,21
dino,0,OFDM,0,none,sc16,39,23
dino,0,OFDM,0,sc16,bfp12,39,20
dino,0,OFDM,0,sc16,bfp8,39,17
dino,0,OFDM,0,sc16,none,39,21
dino,0,OFDM,0,sc16,sc16,39,23
dino,0,QPSK,-10,bfp12,bfp12,91,0
dino,0,QPSK,-10,bfp12,bfp8,91,0
dino,0,QPSK,-10,bfp12,none,91,0
dino,0,QPSK,-10,bfp12,sc16,91,0
dino,0,QPSK,-10,bfp8,bfp12,91,0
dino,0,QPSK,-10,bfp8,bfp8,91,0
dino,0,QPSK,-10,bfp8,none,91,0
dino,0,QPSK,-10,bfp8,sc16,91,0
dino,0,QPSK,-10,none,bfp12,91,0
dino,0,QPSK,-10,none,bfp8,91,0
dino,0,QPSK,-10,none,none,91,0
dino,0,QPSK,-10,none,sc16,91,0
dino,0,QPSK,-10,sc16,bfp12,91,0
dino,0,QPSK,-10,sc16,bfp8,91,0
dino,0,QPSK,-10,sc16,none,91,0
dino,0,QPSK,-10,sc16,sc16,91,0
dino,0,QPSK,-5,bfp12,bfp12,83,0
dino,0,QPSK,-5,bfp12,bfp8,83,0
dino,0,QPSK,-5,bfp12,none,83,1
dino,0,QPSK,-5,bfp12,sc16,83,0
dino,0,QPSK,-5,bfp8,bfp12,83,0
dino,0,QPSK,-5,bfp8,bfp8,83,0
dino,0,QPSK,-5,bfp8,none,83,1
dino,0,QPSK,-5,bfp8,sc16,83,0
dino,0,QPSK,-5,none,bfp12,83,0
dino,0,QPSK,-5,none,bfp8,83,0
dino,0,QPSK,-5,none,none,83,1
dino,0,QPSK,-5,none,sc16,83,0
dino,0,QPSK,-5,sc16,bfp12,83,0
dino,0,QPSK,-5,sc16,bfp8,83,0
dino,0,QPSK,-5,sc16,none,83,1
dino,0,QPSK,-5,sc16,sc16,83,0
dino,0,QPSK,0,bfp12,bfp12,72,0
dino,0,QPSK,0,bfp12,bfp8,72,0
dino,0,QPSK,0,bfp12,none,72,1
dino,0,QPSK,0,bfp12,sc16,72,0
dino,0,QPSK,0,bfp8,bfp12,72,0
dino,0,QPSK,0,bfp8,bfp8,72,0
dino,0,QPSK,0,bfp8,none,72,1
dino,0,QPSK,0,bfp8,sc16,72,0
dino,0,QPSK,0,none,bfp12,72,0
dino,0,QPSK,0,none,bfp8,72,0
dino,0,QPSK,0,none,none,72,1
dino,0,QPSK,0,none,sc16,72,0
dino,0,QPSK,0,sc16,bfp12,72,0
dino,0,QPSK,0,sc16,bfp8,72,0
dino,0,QPSK,0,sc16,none,72,1
dino,0,QPSK,0,sc16,sc16,72,0
dino,0,QPSK,10,bfp12,bfp12,33,0
dino,0,QPSK,10,bfp12,bfp8,33,0
dino,0,QPSK,10,bfp12,none,33,0
dino,0,QPSK,10,bfp12,sc16,33,1
dino,0,QPSK,10,bfp8,bfp12,33,0
dino,0,QPSK,10,bfp8,bfp8,33,0
dino,0,QPSK,10,bfp8,none,33,0
dino,0,QPSK,10,bfp8,sc16,33,1
dino,0,QPSK,10,none,bfp12,33,0
dino,0,QPSK,10,none,bfp8,33,0
dino,0,QPSK,10,none,none,33,0
dino,0,QPSK,10,none,sc16,33,1
dino,0,QPSK,10,sc16,bfp12,33,0
dino,0,QPSK,10,sc16,bfp8,33,0
dino,0,QPSK,10,sc16,none,33,0
dino,0,QPSK,10,sc16,sc16,33,1
dino,0,QPSK,15,bfp12,bfp12,10,0
dino,0,QPSK,15,bfp12,bfp8,10,0
dino,0,QPSK,15,bfp12,none,10,0
dino,0,QPSK,15,bfp12,sc16,10,0
dino,0,QPSK,15,bfp8,bfp12,10,0
dino,0,QPSK,15,bfp8,bfp8,10,0
dino,0,QPSK,15,bfp8,none,10,0
dino,0,QPSK,15,bfp8,sc16,10,0
dino,0,QPSK,15,none,bfp12,10,0
dino,0,QPSK,15,none,bfp8,10,0
dino,0,QPSK,15,none,none,10,0
dino,0,QPSK,15,none,sc16,10,0
dino,0,QPSK,15,sc16,bfp12,10,0
dino,0,QPSK,15,sc16,bfp8,10,0
dino,0,QPSK,15,sc16,none,10,0
dino,0,QPSK,15,sc16,sc16,10,0
dino,0,QPSK,5,bfp12,bfp12,90,0
dino,0,QPSK,5,bfp12,bfp8,90,0
dino,0,QPSK,5,bfp12,none,90,0
dino,0,QPSK,5,bfp12,sc16,90,0
dino,0,QPSK,5,bfp8,bfp12,90,0
dino,0,QPSK,5,bfp8,bfp8,90,0
dino,0,QPSK,5,bfp8,none,90,0
dino,0,QPSK,5,bfp8,sc16,90,0
dino,0,QPSK,5,none,bfp12,90,0
dino,0,QPSK,5,none,bfp8,90,0
dino,0,QPSK,5,none,none,90,0
dino,0,QPSK,5,none,sc16,90,0
dino,0,QPSK,5,sc16,bfp12,90,0
dino,0,QPSK,5,sc16,bfp8,90,0
dino,0,QPSK,5,sc16,none,90,0
dino,0,QPSK,5,sc16,sc16,90,0
dino,15,16QAM,10,bfp12,bfp12,80,0
dino,15,16QAM,10,bfp12,bfp8,80,0
dino,15,16QAM,10,bfp12,none,80,0
dino,15,16QAM,10,bfp12,sc16,80,0
dino,15,16QAM,10,bfp8,bfp12,80,0
dino,15,16QAM,10,bfp8,bfp8,80,0
dino,15,16QAM,10,bfp8,none,80,0
dino,15,16QAM,10,bfp8,sc16,80,1
dino,15,16QAM,10,none,bfp12,80,0
dino,15,16QAM,10,none,bfp8,80,0
dino,15,16QAM,10,none,none,80,0
dino,15,16QAM,10,none,sc16,80,0
dino,15,16QAM,10,sc16,bfp12,80,0
dino,15,16QAM,10,sc16,bfp8,80,0
dino,15,16QAM,10,sc16,none,80,0
dino,15,16QAM,10,sc16,sc16,80,0
dino,15,16QAM,15,bfp12,bfp12,81,0
dino,15,16QAM,15,bfp12,bfp8,81,0
dino,15,16QAM,15,bfp12,none,81,0
dino,15,16QAM,15,bfp12,sc16,81,0
dino,15,16QAM,15,bfp8,bfp12,81,0
dino,15,16QAM,15,bfp8,bfp8,81,0
dino,15,16QAM,15,bfp8,none,81,0
dino,15,16QAM,15,bfp8,sc16,81,0
dino,15,16QAM,15,none,bfp12,81,0
dino,15,16QAM,15,none,bfp8,81,0
dino,15,16QAM,15,none,none,81,0
dino,15,16QAM,15,none,sc16,81,0
dino,15,16QAM,15,sc16,bfp12,81,0
dino,15,16QAM,15,sc16,bfp8,81,0
dino,15,16QAM,15,sc16,none,81,0
dino,15,16QAM,15,sc16,sc16,81,0
dino,15,16QAM,20,bfp12,bfp12,72,0
dino,15,16QAM,20,bfp12,bfp8,72,0
dino,15,16QAM,20,bfp12,none,72,0
dino,15,16QAM,20,bfp12,sc16,72,0
dino,15,16QAM,20,bfp8,bfp12,72,0
dino,15,16QAM,20,bfp8,bfp8,72,0
dino,15,16QAM,20,bfp8,none,72,0
dino,15,16QAM,20,bfp8,sc16,72,0
dino,15,16QAM,20,none,bfp12,72,0
dino,15,16QAM,20,none,bfp8,72,0
dino,15,16QAM,20,none,none,72,0
dino,15,16QAM,20,none,sc16,72,0
dino,15,16QAM,20,sc16,bfp12,72,0
dino,15,16QAM,20,sc16,bfp8,72,0
dino,15,16QAM,20,sc16,none,72,0
dino,15,16QAM,20,sc16,sc16,72,0
dino,15,16QAM,25,bfp12,bfp12,31,0
dino,15,16QAM,25,bfp12,bfp8,31,0
dino,15,16QAM,25,bfp12,none,31,0
dino,15,16QAM,25,bfp12,sc16,31,0
dino,15,16QAM,25,bfp8,bfp12,31,0
dino,15,16QAM,25,bfp8,bfp8,31,0
dino,15,16QAM,25,bfp8,none,31,0
dino,15,16QAM,25,bfp8,sc16,31,0
dino,15,16QAM,25,none,bfp12,31,0
dino,15,16QAM,25,none,bfp8,31,0
dino,15,16QAM,25,none,none,31,0
dino,15,16QAM,25,none,sc16,31,0
dino,15,16QAM,25,sc16,bfp12,31,0
dino,15,16QAM,25,sc16,bfp8,31,0
dino,15,16QAM,25,sc16,none,31,0
dino,15,16QAM,25,sc16,sc16,31,0
dino,15,16QAM,30,bfp12,bfp12,11,0
dino,15,16QAM,30,bfp12,bfp8,11,0
dino,15,16QAM,30,bfp12,none,11,0
dino,15,16QAM,30,bfp12,sc16,11,0
dino,15,16QAM,30,bfp8,bfp12,11,0
dino,15,16QAM,30,bfp8,bfp8,11,0
dino,15,16QAM,30,bfp8,none,11,0
dino,15,16QAM,30,bfp8,sc16,11,0
dino,15,16QAM,30,none,bfp12,11,0
dino,15,16QAM,30,none,bfp8,11,0
dino,15,16QAM,30,none,none,11,0
dino,15,16QAM,30,none,sc16,11,0
dino,15,16QAM,30,sc16,bfp12,11,0
dino,15,16QAM,30,sc16,bfp8,11,0
dino,15,16QAM,30,sc16,none,11,0
dino,15,16QAM,30,sc16,sc16,11,0
dino,15,16QAM,5,bfp12,bfp12,82,1
dino,15,16QAM,5,bfp12,bfp8,82,0
dino,15,16QAM,5,bfp12,none,82,0
dino,15,16QAM,5,bfp12,sc16,82,0
dino,15,16QAM,5,bfp8,bfp12,82,1
dino,15,16QAM,5,bfp8,bfp8,82,0
dino,15,16QAM,5,bfp8,none,82,0
dino,15,16QAM,5,bfp8,sc16,82,0
dino,15,16QAM,5,none,bfp12,82,1
dino,15,16QAM,5,none,bfp8,82,0
dino,15,16QAM,5,none,none,82,0
dino,15,16QAM,5,none,sc16,82,0
dino,15,16QAM,5,sc16,bfp12,82,1
dino,15,16QAM,5,sc16,bfp8,82,0
dino,15,16QAM,5,sc16,none,82,0
dino,15,16QAM,5,sc16,sc16,82,0
dino,15,16QAM,clean,bfp12,bfp12,18,0
dino,15,16QAM,clean,bfp12,bfp8,18,0
dino,15,16QAM,clean,bfp12,none,18,0
dino,15,16QAM,clean,bfp12,sc16,18,0
dino,15,16QAM,clean,bfp8,bfp12,18,0
dino,15,16QAM,clean,bfp8,bfp8,18,0
dino,15,16QAM,clean,bfp8,none,18,1
dino,15,16QAM,clean,bfp8,sc16,18,0
dino,15,16QAM,clean,none,bfp12,18,0
dino,15,16QAM,clean,none,bfp8,18,0
dino,15,16QAM,clean,none,none,18,0
dino,15,16QAM,clean,none,sc16,18,0
dino,15,16QAM,clean,sc16,bfp12,18,0
dino,15,16QAM,clean,sc16,bfp8,18,0
dino,15,16QAM,clean,sc16,none,18,0
dino,15,16QAM,clean,sc16,sc16,18,0
dino,15,5G_Downlink,0,bfp12,bfp12,25,4
dino,15,5G_Downlink,0,bfp12,bfp8,25,4
dino,15,5G_Downlink,0,bfp12,none,25,4
dino,15,5G_Downlink,0,bfp12,sc16,25,3
dino,15,5G_Downlink,0,bfp8,bfp12,25,4
dino,15,5G_Downlink,0,bfp8,bfp8,25,4
dino,15,5G_Downlink,0,bfp8,none,25,4
dino,15,5G_Downlink,0,bfp8,sc16,25,3
dino,15,5G_Downlink,0,none,bfp12,25,4
dino,15,5G_Downlink,0,none,bfp8,25,4
dino,15,5G_Downlink,0,none,none,25,4
dino,15,5G_Downlink,0,none,sc16,25,3
dino,15,5G_Downlink,0,sc16,bfp12,25,4
dino,15,5G_Downlink,0,sc16,bfp8,25,4
dino,15,5G_Downlink,0,sc16,none,25,4
dino,15,5G_Downlink,0,sc16,sc16,25,3
dino,15,5G_Downlink,10,bfp12,bfp12,120,52
dino,15,5G_Downlink,10,bfp12,bfp8,120,59
dino,15,5G_Downlink,10,bfp12,none,120,54
dino,15,5G_Downlink,10,bfp12,sc16,120,44
dino,15,5G_Downlink,10,bfp8,bfp12,120,54
dino,15,5G_Downlink,10,bfp8,bfp8,120,59
dino,15,5G_Downlink,10,bfp8,none,120,54
dino,15,5G_Downlink,10,bfp8,sc16,120,45
dino,15,5G_Downlink,10,none,bfp12,120,52
dino,15,5G_Downlink,10,none,bfp8,120,59
dino,15,5G_Downlink,10,none,none,120,53
