detector,file_stem,frame_number,attenuation_db,precision,recall,f1,iou,fp_area_fraction,mask_present
finetuned_dino,attenuation_dB_0,186,0,0.9897787212144603,0.9999285166556192,0.9948277311196022,0.9897086916531057,0.0022071549416286924,True
coherent_power,attenuation_dB_0,192,0,0.3364211535505968,0.25235926743305115,0.2883893310078954,0.1684900288555199,0.08034155733913657,True
cuda_dino,attenuation_dB_0,192,0,0.7549262196816865,0.6075779285659387,0.6732845685119379,0.5074822773085353,0.03183508983967265,True
finetuned_dino,attenuation_dB_0,192,0,0.9782561403037587,0.9998105998221285,0.988915933498316,0.9780748864136798,0.0035868526962534756,True
coherent_power,attenuation_dB_0,197,0,0.893166842986497,0.1661480769826758,0.28017721753831726,0.16291051635987935,0.006490056171246395,True
cuda_dino,attenuation_dB_0,197,0,0.866938347287077,0.4814500883255338,0.6190909575467022,0.44832131481073983,0.024132128940843076,True
finetuned_dino,attenuation_dB_0,197,0,0.997906163981072,0.9999473145938576,0.9989256965944272,0.9978536989673632,0.0006851879965588786,True
coherent_power,attenuation_dB_0,203,0,0.7301712220959994,0.19193145677733167,0.3039636031098032,0.17921997645047125,0.019089065846601933,True
cuda_dino,attenuation_dB_0,203,0,0.8665010520056717,0.5452463699290535,0.6693216446583934,0.5029928096234553,0.022608747012870318,True
finetuned_dino,attenuation_dB_0,203,0,0.996515223489975,0.9999982011541395,0.9982536742424583,0.9965134371594103,0.0009411637121355895,True
coherent_power,attenuation_dB_0,209,0,0.7748208497126303,0.7524785939612438,0.7634863038529496,0.6174507457798134,0.013774121997802207,True
cuda_dino,attenuation_dB_0,209,0,0.5701754038722652,0.9272902851992532,0.7061505538709686,0.5457749013872101,0.0440292606574727,True
finetuned_dino,attenuation_dB_0,209,0,0.9949857422062734,0.9996298203824117,0.9973023748735489,0.9946192649531588,0.0003173013369233327,True
coherent_power,attenuation_dB_0,214,0,0.5099232118850685,0.7890104756574279,0.6194846739549795,0.44873436916467613,0.03430321494952226,True
cuda_dino,attenuation_dB_0,214,0,0.406800424423652,0.9293014318641558,0.5658853254649068,0.3945886165960568,0.06130116729097226,True
finetuned_dino,attenuation_dB_0,214,0,0.9872470956794153,0.9999647432648618,0.9935652246259883,0.9872127324463318,0.0005843332888753588,True
coherent_power,attenuation_dB_0,220,0,0.8097295118249652,0.6929802605766239,0.7468196166772376,0.5959394406550416,0.009731308118404893,True
cuda_dino,attenuation_dB_0,220,0,0.5494313104232675,0.9149878911693478,0.6865834530438623,0.5227461574433713,0.04484167699568324,True
finetuned_dino,attenuation_dB_0,220,0,0.9954142958149558,0.9999864705802768,0.997695144956147,0.9954008901937282,0.00027530568633586325,True
coherent_power,attenuation_dB_0,225,0,0.22989776026254155,0.9830053130884275,0.3726443188586341,0.228987628935105,0.05321309173115772,True
cuda_dino,attenuation_dB_0,225,0,0.1523193050437708,0.9513786445028125,0.26259600105932207,0.15114274009926928,0.08556176265883077,True
finetuned_dino,attenuation_dB_0,225,0,0.9481510979633633,0.999448302330323,0.9731241497293731,0.9476551128093159,0.0008832249475288405,True
coherent_power,attenuation_dB_0,231,0,0.9114087819444211,0.8293367451172673,0.8684380122635731,0.7674683505415325,0.006506921037182641,True
cuda_dino,attenuation_dB_0,231,0,0.7189793083948962,0.9610939159924818,0.8225910978074015,0.6986452168618337,0.0303217944235932,True
finetuned_dino,attenuation_dB_0,231,0,0.9969753290729944,0.999994892539021,0.9984828279067869,0.9969702524619881,0.0002448830168268438,True
coherent_power,attenuation_dB_0,237,0,0.6049722453083798,0.869434171488566,0.7134851515580548,0.5545875762119129,0.03925505148862046,True
cuda_dino,attenuation_dB_0,237,0,0.6517292768407548,0.9827738750376019,0.7837274662213809,0.6443683010637085,0.036313660298682535,True
finetuned_dino,attenuation_dB_0,237,0,0.9872265431559323,0.9994897929090062,0.9933203198274245,0.986729283794761,0.0008942041297752233,True
coherent_power,attenuation_dB_0,242,0,0.581807316344389,0.9768158526534562,0.7292572330493171,0.5738826551019979,0.015274244960099407,True
cuda_dino,attenuation_dB_0,242,0,0.24963248357497683,0.9629304475579604,0.39648040190254524,0.2472563493286653,0.06296767338653413,True
finetuned_dino,attenuation_dB_0,242,0,0.9866855273627443,0.9997850001791665,0.9931920725466988,0.9864762140470592,0.0002934956225108414,True
coherent_power,attenuation_dB_0,248,0,0.4301477317296379,0.9837702722097307,0.5985729723436073,0.4271167606526051,0.021121213319408878,True
cuda_dino,attenuation_dB_0,248,0,0.1954392453157279,0.9708056259867005,0.32537509670540227,0.19429729969097606,0.06476790893591881,True
finetuned_dino,attenuation_dB_0,248,0,0.9817519962423673,0.9999282399655551,0.9907567606000995,0.9816828311767607,0.0003012055198528163,True
coherent_power,attenuation_dB_0,253,0,0.504034842546574,0.9818548387096774,0.6661181584008554,0.4993831819483122,0.01834789456826288,True
cuda_dino,attenuation_dB_0,253,0,0.21006017664757837,0.9745681185524807,0.3456239429156292,0.20891498123150298,0.06960025406361853,True
finetuned_dino,attenuation_dB_0,253,0,0.9858728557013118,0.9998771901097102,0.9928256407129646,0.9857534910000807,0.00027209995864080626,True
coherent_power,attenuation_dB_0,259,0,0.7838479326737239,0.9883623490782228,0.8743045811602479,0.7766795231887759,0.00621818627324748,True
cuda_dino,attenuation_dB_0,259,0,0.26946176674993894,0.9813506857748743,0.4228235640865048,0.2680889432903598,0.06070018096221331,True
finetuned_dino,attenuation_dB_0,259,0,0.993844060879177,0.9994698498477956,0.9966490164479574,0.9933204160717928,0.00014124260719806662,True
coherent_power,attenuation_dB_0,265,0,0.526237995060825,0.9775847538264959,0.6841793572232118,0.5199639943171753,0.02541157843755225,True
cuda_dino,attenuation_dB_0,265,0,0.28356704262052507,0.9482165674360439,0.43657500488949735,0.2792426923292475,0.06917139544577165,True
finetuned_dino,attenuation_dB_0,265,0,0.9804865044985005,0.9999320338199712,0.9901138023164257,0.9804211648673864,0.0005745967029766778,True
coherent_power,attenuation_dB_0,270,0,0.5612115242551096,0.793463123885918,0.6574281873618987,0.4896782288837705,0.008614848139805441,True
cuda_dino,attenuation_dB_0,270,0,0.19173724283999852,0.9366922905525846,0.3183163713201976,0.18928433736974073,0.054832150857694495,True
finetuned_dino,attenuation_dB_0,270,0,0.9810814510609172,0.9980503565062389,0.9894931588176007,0.9792048094001913,0.0002672559964355553,True
coherent_power,attenuation_dB_0,276,0,0.4892312455410626,0.8756655824599446,0.6277440972761974,0.45745410606737613,0.014707541081461354,True
cuda_dino,attenuation_dB_0,276,0,0.18549205077571404,0.9539332610528852,0.31058997032792257,0.18384522695666103,0.06738755046154264,True
finetuned_dino,attenuation_dB_0,276,0,0.9837293450729707,0.982544271774485,0.9831364513018322,0.9668322289263742,0.0002614406952113135,True
coherent_power,attenuation_dB_0,282,0,0.5215256008359457,0.8712729557991761,0.6524865345395597,0.48421522401381534,0.008830228965002287,True
cuda_dino,attenuation_dB_0,282,0,0.19019761442612323,0.8604147755045038,0.31153037844670933,0.1845045800469422,0.0404684437430143,True
finetuned_dino,attenuation_dB_0,282,0,0.9789114391143912,0.9262097618881363,0.951831652972624,0.9080904376401321,0.00022041825086258166,True
coherent_power,attenuation_dB_0,287,0,0.5843511014724346,0.5347853337511752,0.5584706010690521,0.3874153392107155,0.004213527024311524,True
cuda_dino,attenuation_dB_0,287,0,0.14400394924530954,0.8735332010167485,0.24724842864147395,0.14106301924455628,0.05751621558972215,True
finetuned_dino,attenuation_dB_0,287,0,0.9719959266802444,0.9970751070719732,0.9843758057030888,0.9692323314378554,0.00031819852579587234,True
coherent_power,attenuation_dB_0,293,0,0.4044868010457957,0.9106905500348124,0.5601713062098501,0.38905413444378345,0.008129669436426583,True
cuda_dino,attenuation_dB_0,293,0,0.16514500256225229,0.9994936388379011,0.28345509702202515,0.16513118679870747,0.030636607268614516,True
finetuned_dino,attenuation_dB_0,293,0,0.9612844036697248,0.9948097980884866,0.9777598059037607,0.9564873417721519,0.00024293446411075047,True
coherent_power,attenuation_dB_0,298,0,0.0,nan,nan,0.0,0.00093231201171875,True
cuda_dino,attenuation_dB_0,298,0,0.0,nan,nan,0.0,0.01648368835449219,True
finetuned_dino,attenuation_dB_0,298,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_0,304,0,0.0,nan,nan,0.0,0.0013082504272460937,True
cuda_dino,attenuation_dB_0,304,0,0.0,nan,nan,0.0,0.0027690887451171874,True
finetuned_dino,attenuation_dB_0,304,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_0,310,0,0.0,nan,nan,0.0,0.0011484146118164063,True
cuda_dino,attenuation_dB_0,310,0,0.0,nan,nan,0.0,0.0041259765625,True
finetuned_dino,attenuation_dB_0,310,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_0,315,0,0.0,nan,nan,0.0,0.0011018753051757813,True
cuda_dino,attenuation_dB_0,315,0,0.0,nan,nan,0.0,0.006556320190429688,True
finetuned_dino,attenuation_dB_0,315,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_0,321,0,0.0,nan,nan,0.0,0.0012989044189453125,True
cuda_dino,attenuation_dB_0,321,0,0.0,nan,nan,0.0,0.009156036376953124,True
finetuned_dino,attenuation_dB_0,321,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_0,326,0,0.0,nan,nan,0.0,0.0011781692504882813,True
cuda_dino,attenuation_dB_0,326,0,0.0,nan,nan,0.0,0.004355239868164063,True
finetuned_dino,attenuation_dB_0,326,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_0,332,0,0.0,nan,nan,0.0,0.0010572433471679687,True
cuda_dino,attenuation_dB_0,332,0,0.0,nan,nan,0.0,0.0015668869018554688,True
finetuned_dino,attenuation_dB_0,332,0,nan,nan,nan,nan,0.0,True
coherent_power,attenuation_dB_10,1,10,0.850635838150289,0.1722549645037252,0.28649440531871917,0.16719782311070208,0.002108891089731112,True
cuda_dino,attenuation_dB_10,1,10,0.6913941736028537,0.6806183901722432,0.6859639653987606,0.5220282757366886,0.021181746176512715,True
finetuned_dino,attenuation_dB_10,1,10,0.9966224296339508,0.9999005050830198,0.9982587762352171,0.9965236056508907,0.0002362708864075685,True
coherent_power,attenuation_dB_10,7,10,0.6835679379150228,0.01786168826320398,0.034813691803365444,0.017715211864727697,0.006753965745715442,True
cuda_dino,attenuation_dB_10,7,10,0.9468760759891616,0.21466564962701004,0.3499861666366944,0.212111049956048,0.009837780069528767,True
finetuned_dino,attenuation_dB_10,7,10,0.9947871298828455,1.0,0.9973867536846096,0.9947871298828455,0.004280399430019351,True
coherent_power,attenuation_dB_10,12,10,0.5652002538664529,0.061324905586523336,0.11064472569976884,0.058562159909680736,0.016846434792962512,True
cuda_dino,attenuation_dB_10,12,10,0.7109142802357054,0.20961966409823352,0.32377211843822234,0.19315519208316523,0.03043866528960917,True
finetuned_dino,attenuation_dB_10,12,10,0.9887164859421921,0.9999971005458222,0.9943247996309751,0.9887136515508337,0.004075261886827617,True
coherent_power,attenuation_dB_10,18,10,0.13259118746951384,0.5240604596164722,0.21163671470169435,0.11834100847490422,0.07805314450894565,True
cuda_dino,attenuation_dB_10,18,10,0.18575973292261472,0.962127054307405,0.3113973723437446,0.18441128021691966,0.09601371315136786,True
finetuned_dino,attenuation_dB_10,18,10,0.8358544621114453,0.9999657258410022,0.9105748148841709,0.8358305162436257,0.0044707807421285346,True
coherent_power,attenuation_dB_10,24,10,0.7180547950761493,0.014465281363776008,0.028359262713632555,0.014383585293872719,0.004974083105791303,True
cuda_dino,attenuation_dB_10,24,10,0.9731318441573066,0.22595751599809133,0.3667557424009336,0.224556578536562,0.005463513134470185,True
finetuned_dino,attenuation_dB_10,24,10,0.9973036289780436,1.0,0.998649994431074,0.9973036289780436,0.0023677250948807337,True
coherent_power,attenuation_dB_10,30,10,0.49450731323830605,0.057269795531759586,0.10265135058337158,0.054102523863989595,0.01836795753383947,True
cuda_dino,attenuation_dB_10,30,10,0.7461609974844143,0.2179381308270893,0.33734483999095094,0.2028952533904354,0.023262270738812766,True
finetuned_dino,attenuation_dB_10,30,10,0.9892676837506221,1.0,0.9946048908666012,0.9892676837506221,0.0034038680409767177,True
coherent_power,attenuation_dB_10,35,10,0.22512628533128443,0.11130113182660197,0.14895819474505706,0.08047262591378433,0.05125151538611584,True
cuda_dino,attenuation_dB_10,35,10,0.3091277278158606,0.1986370234350501,0.24186086790510652,0.13756639818199118,0.05939124187919556,True
finetuned_dino,attenuation_dB_10,35,10,0.9744384588728223,0.9999773699336939,0.9870427425157917,0.9744169709265146,0.0035093379790036576,True
coherent_power,attenuation_dB_10,41,10,0.7918355771316083,0.02163717737972483,0.04212332064708307,0.021514797684297936,0.004092218226276908,True
cuda_dino,attenuation_dB_10,41,10,0.90041251873877,0.23163700415466626,0.3684800958370074,0.225850812421468,0.018431379751161124,True
finetuned_dino,attenuation_dB_10,41,10,0.9973076923076923,1.0,0.9986520315809745,0.9973076923076923,0.0019421474864571124,True
coherent_power,attenuation_dB_10,47,10,0.5450834245076587,0.058536058793810436,0.10571903746379349,0.055809586621326145,0.017141256714584305,True
cuda_dino,attenuation_dB_10,47,10,0.716348656039081,0.191027746119773,0.3016222790751334,0.17759434509708613,0.02654038644674299,True
finetuned_dino,attenuation_dB_10,47,10,0.9917526674192492,0.9999632832418841,0.995841051679339,0.9917165537834098,0.0029177265025621575,True
coherent_power,attenuation_dB_10,52,10,0.3802093418533101,0.06566884921814614,0.11199430894566564,0.05931884076213973,0.02765630520268506,True
cuda_dino,attenuation_dB_10,52,10,0.4493210674817776,0.1420240873416969,0.21582797799889317,0.1209681439555492,0.044969307307107416,True
finetuned_dino,attenuation_dB_10,52,10,0.9925557420282906,0.9999730587430882,0.9962505946662373,0.9925292003883857,0.0019376142455569039,True
coherent_power,attenuation_dB_10,58,10,0.6343291632378187,0.15694417542730513,0.2516305367796157,0.14392297627763898,0.03017737151159271,True
cuda_dino,attenuation_dB_10,58,10,0.7719330851759574,0.3357298312131394,0.4679419353295832,0.3054335511952342,0.033085151246769064,True
finetuned_dino,attenuation_dB_10,58,10,0.9824367657636058,0.999938994538486,0.9911106172985075,0.98237788432724,0.005962576325402732,True
coherent_power,attenuation_dB_10,64,10,0.8374489786473904,0.0883059655971697,0.1597652621951004,0.08681787106446777,0.01099845630207632,True
