stem,atten,det,iou,recall,precision
attenuation_dB_50,50,coherent_power,0.020207972796196697,0.020353449755175633,0.738716833034724
attenuation_dB_50,50,cuda_dino,0.018419512847518263,0.019424927187375852,0.26246664972684536
attenuation_dB_50,50,finetuned_dino,0.13913398979103153,0.1400000470138009,0.957431074672454
attenuation_dB_50,50,coherent_power,0.09940140464613723,0.10129977669034836,0.8413755258825681
attenuation_dB_50,50,cuda_dino,0.07838717128292542,0.09641295107888953,0.2954088449236832
attenuation_dB_50,50,finetuned_dino,0.11320754716981132,0.11339901955170698,0.9853042479908152
attenuation_dB_50,50,coherent_power,0.7073364466782618,0.7957507780482544,0.8642448378568321
attenuation_dB_50,50,cuda_dino,0.3189351880096801,0.7248790558654054,0.3628588175409912
attenuation_dB_50,50,finetuned_dino,0.8460518983719635,0.8655132037099806,0.9741113230449107
attenuation_dB_55,55,coherent_power,0.00789246183955215,0.007907393669058587,0.8069342199002613
attenuation_dB_55,55,cuda_dino,0.0066911497232370045,0.00679737990209539,0.29979268017324545
attenuation_dB_55,55,finetuned_dino,0.007991102383090806,0.007992099122135023,0.9846330275229358
attenuation_dB_55,55,coherent_power,0.08676558915331672,0.09259609524409979,0.5794699809298349
attenuation_dB_55,55,cuda_dino,0.0734884595014778,0.09039993274909106,0.2820378323443596
attenuation_dB_55,55,finetuned_dino,0.8211509790279297,0.868125170754261,0.9381785146491028
attenuation_dB_55,55,coherent_power,0.011381000940123042,0.011426735455624358,0.739822832686374
attenuation_dB_55,55,cuda_dino,0.009518300692620014,0.0098025802008326,0.24710806254723014
attenuation_dB_55,55,finetuned_dino,0.011533383643313511,0.011535883608099715,0.9815565729234794
attenuation_dB_55,55,coherent_power,0.04637729570292312,0.04689870110004971,0.806631953959989
attenuation_dB_55,55,cuda_dino,0.03884399709944791,0.04284680883608877,0.293682083765631
attenuation_dB_55,55,finetuned_dino,0.05123395853899309,0.051270856968043746,0.9861477168250077
attenuation_dB_55,55,coherent_power,0.15640814914139886,0.15997418428051693,0.8752580695684364
attenuation_dB_55,55,cuda_dino,0.11176531825698395,0.1452836866512952,0.3263458177205422
attenuation_dB_55,55,finetuned_dino,0.18015843352229075,0.1806319646491196,0.9856574836694121
attenuation_dB_55,55,coherent_power,0.6359838561212207,0.7284198916534207,0.8336581834382135
attenuation_dB_55,55,cuda_dino,0.2732181279348282,0.6549453401239174,0.3191590262409105
attenuation_dB_55,55,finetuned_dino,0.8211733794738697,0.8313491419859215,0.9853133410226835
attenuation_dB_60,60,coherent_power,0.011986603865141204,0.012032893850735547,0.7570379436964504
attenuation_dB_60,60,cuda_dino,0.010691158111452622,0.01095763307942114,0.3053759853192643
attenuation_dB_60,60,finetuned_dino,0.014312220376771259,0.014314362251388036,0.9896533885152613
attenuation_dB_60,60,coherent_power,0.011268264029203995,0.011367620276806517,0.5631724561942822
attenuation_dB_60,60,cuda_dino,0.011172316426789427,0.01149016967662471,0.2876840020196528
attenuation_dB_60,60,finetuned_dino,0.013319891430787127,0.013322205640995411,0.9871264367816092
attenuation_dB_60,60,coherent_power,0.02922103084953441,0.029401558439532974,0.8263609216185858
attenuation_dB_60,60,cuda_dino,0.02650752839332618,0.02793747526557221,0.3411901955882528
attenuation_dB_60,60,finetuned_dino,0.03519079275127662,0.035253017356501326,0.9522380200105318
attenuation_dB_60,60,coherent_power,0.018648840522396237,0.01876921158761443,0.744106463878327
attenuation_dB_60,60,cuda_dino,0.016444719906857662,0.01701769024566855,0.32814739470155807
